;Move;Lvl;PreEvol;HM;TM;Egg;Tutor;TR;Pokemon
58;Leech Seed;7;False;;;False;False;;Venusaur
59;Petal Dance;1;False;;;True;False;;Venusaur
60;Tackle;1;False;;;False;False;;Venusaur
61;Vine Whip;1;False;;;False;False;;Venusaur
62;Vine Whip;9;False;;;False;False;;Venusaur
63;Poison Powder;13;False;;;False;False;;Venusaur
64;Sleep Powder;13;False;;;False;False;;Venusaur
65;Take Down;15;False;;;False;False;;Venusaur
66;Razor Leaf;20;False;;;False;False;;Venusaur
67;Sweet Scent;23;False;;;False;False;;Venusaur
68;Growth;28;False;;;False;False;;Venusaur
69;Double-Edge;31;False;;;False;False;;Venusaur
70;Worry Seed;39;False;;;False;False;;Venusaur
71;Synthesis;45;False;;;False;False;;Venusaur
72;Petal Blizzard;50;False;;;False;False;;Venusaur
73;Solar Beam;53;False;;22;False;False;;Venusaur
74;Seed Bomb;;True;;;False;False;;Venusaur
75;Work Up;;False;;01;False;False;;Venusaur
76;Roar;;False;;05;False;False;;Venusaur
77;Toxic;;False;;06;False;False;;Venusaur
78;Venoshock;;False;;09;False;False;;Venusaur
79;Hidden Power;;False;;10;False;False;;Venusaur
80;Sunny Day;;False;;11;False;False;;Venusaur
81;Hyper Beam;;False;;15;False;False;;Venusaur
82;Light Screen;;False;;16;False;False;;Venusaur
83;Protect;;False;;17;False;False;;Venusaur
84;Safeguard;;False;;20;False;False;;Venusaur
85;Frustration;;False;;21;False;False;;Venusaur
86;Earthquake;;False;;26;False;False;;Venusaur
87;Return;;False;;27;False;False;;Venusaur
88;Double Team;;False;;32;False;False;;Venusaur
89;Sludge Bomb;;False;;36;False;False;;Venusaur
90;Facade;;False;;42;False;False;;Venusaur
91;Rest;;False;;44;False;False;;Venusaur
92;Attract;;False;;45;False;False;;Venusaur
93;Round;;False;;48;False;False;;Venusaur
94;Echoed Voice;;False;;49;False;False;;Venusaur
95;Energy Ball;;False;;53;False;False;;Venusaur
96;Giga Impact;;False;;68;False;False;;Venusaur
97;Swords Dance;;False;;75;False;False;;Venusaur
98;Bulldoze;;False;;78;False;False;;Venusaur
99;Grass Knot;;False;;86;False;False;;Venusaur
100;Swagger;;False;;87;False;False;;Venusaur
101;Sleep Talk;;False;;88;False;False;;Venusaur
102;Substitute;;False;;90;False;False;;Venusaur
103;Nature Power;;False;;96;True;False;;Venusaur
104;Confide;;False;;100;False;False;;Venusaur
105;Amnesia;;False;;;True;False;;Venusaur
106;Charm;;False;;;True;False;;Venusaur
107;Curse;;False;;;True;False;;Venusaur
108;Endure;;False;;;True;False;;Venusaur
109;Giga Drain;;False;;;True;False;;Venusaur
110;Grass Whistle;;False;;;True;False;;Venusaur
111;Grassy Terrain;;False;;;True;False;;Venusaur
112;Ingrain;;False;;;True;False;;Venusaur
113;Leaf Storm;;False;;;True;False;;Venusaur
114;Magical Leaf;;False;;;True;False;;Venusaur
115;Power Whip;;False;;;True;False;;Venusaur
116;Skull Bash;;False;;;True;False;;Venusaur
117;Sludge;;False;;;True;False;;Venusaur
118;Frenzy Plant;;False;;;False;True;;Venusaur
119;Grass Pledge;;False;;;False;True;;Venusaur
120;Growl;1;False;;;False;False;;Ivysaur
121;Growl;3;False;;;False;False;;Ivysaur
122;Leech Seed;1;False;;;False;False;;Ivysaur
123;Leech Seed;7;False;;;False;False;;Ivysaur
124;Tackle;1;False;;;False;False;;Ivysaur
125;Vine Whip;9;False;;;False;False;;Ivysaur
126;Poison Powder;13;False;;;False;False;;Ivysaur
127;Sleep Powder;13;False;;;False;False;;Ivysaur
128;Take Down;15;False;;;False;False;;Ivysaur
129;Razor Leaf;20;False;;;False;False;;Ivysaur
130;Sweet Scent;23;False;;;False;False;;Ivysaur
131;Growth;28;False;;;False;False;;Ivysaur
132;Double-Edge;31;False;;;False;False;;Ivysaur
133;Worry Seed;36;False;;;False;False;;Ivysaur
134;Synthesis;39;False;;;False;False;;Ivysaur
135;Solar Beam;44;False;;22;False;False;;Ivysaur
136;Seed Bomb;;True;;;False;False;;Ivysaur
137;Work Up;;False;;01;False;False;;Ivysaur
138;Toxic;;False;;06;False;False;;Ivysaur
139;Venoshock;;False;;09;False;False;;Ivysaur
140;Hidden Power;;False;;10;False;False;;Ivysaur
141;Sunny Day;;False;;11;False;False;;Ivysaur
142;Light Screen;;False;;16;False;False;;Ivysaur
143;Protect;;False;;17;False;False;;Ivysaur
144;Safeguard;;False;;20;False;False;;Ivysaur
145;Frustration;;False;;21;False;False;;Ivysaur
146;Return;;False;;27;False;False;;Ivysaur
147;Double Team;;False;;32;False;False;;Ivysaur
148;Sludge Bomb;;False;;36;False;False;;Ivysaur
149;Facade;;False;;42;False;False;;Ivysaur
150;Rest;;False;;44;False;False;;Ivysaur
151;Attract;;False;;45;False;False;;Ivysaur
152;Round;;False;;48;False;False;;Ivysaur
153;Echoed Voice;;False;;49;False;False;;Ivysaur
154;Energy Ball;;False;;53;False;False;;Ivysaur
155;Swords Dance;;False;;75;False;False;;Ivysaur
156;Grass Knot;;False;;86;False;False;;Ivysaur
157;Swagger;;False;;87;False;False;;Ivysaur
158;Sleep Talk;;False;;88;False;False;;Ivysaur
159;Substitute;;False;;90;False;False;;Ivysaur
160;Nature Power;;False;;96;True;False;;Ivysaur
161;Confide;;False;;100;False;False;;Ivysaur
162;Amnesia;;False;;;True;False;;Ivysaur
163;Charm;;False;;;True;False;;Ivysaur
164;Curse;;False;;;True;False;;Ivysaur
165;Endure;;False;;;True;False;;Ivysaur
166;Giga Drain;;False;;;True;False;;Ivysaur
167;Grass Whistle;;False;;;True;False;;Ivysaur
168;Grassy Terrain;;False;;;True;False;;Ivysaur
169;Ingrain;;False;;;True;False;;Ivysaur
170;Leaf Storm;;False;;;True;False;;Ivysaur
171;Magical Leaf;;False;;;True;False;;Ivysaur
172;Petal Dance;;False;;;True;False;;Ivysaur
173;Power Whip;;False;;;True;False;;Ivysaur
174;Skull Bash;;False;;;True;False;;Ivysaur
175;Sludge;;False;;;True;False;;Ivysaur
176;Grass Pledge;;False;;;False;True;;Ivysaur
177;Growl;1;False;;;False;False;;Charmander
178;Scratch;1;False;;;False;False;;Charmander
179;Ember;7;False;;;False;False;;Charmander
180;Smokescreen;10;False;;;False;False;;Charmander
181;Dragon Rage;16;False;;;False;False;;Charmander
182;Scary Face;19;False;;;False;False;;Charmander
183;Fire Fang;25;False;;;False;False;;Charmander
184;Flame Burst;28;False;;;False;False;;Charmander
185;Slash;34;False;;;False;False;;Charmander
186;Flamethrower;37;False;;35;False;False;;Charmander
187;Fire Spin;43;False;;;False;False;;Charmander
188;Inferno;46;False;;;False;False;;Charmander
189;Work Up;;False;;01;False;False;;Charmander
190;Dragon Claw;;False;;02;False;False;;Charmander
191;Toxic;;False;;06;False;False;;Charmander
192;Hidden Power;;False;;10;False;False;;Charmander
193;Sunny Day;;False;;11;False;False;;Charmander
194;Protect;;False;;17;False;False;;Charmander
195;Frustration;;False;;21;False;False;;Charmander
196;Return;;False;;27;False;False;;Charmander
197;Brick Break;;False;;31;False;False;;Charmander
198;Double Team;;False;;32;False;False;;Charmander
199;Fire Blast;;False;;38;False;False;;Charmander
200;Rock Tomb;;False;;39;False;False;;Charmander
201;Aerial Ace;;False;;40;False;False;;Charmander
202;Facade;;False;;42;False;False;;Charmander
203;Flame Charge;;False;;43;False;False;;Charmander
204;Rest;;False;;44;False;False;;Charmander
205;Attract;;False;;45;False;False;;Charmander
206;Round;;False;;48;False;False;;Charmander
207;Echoed Voice;;False;;49;False;False;;Charmander
208;Overheat;;False;;50;False;False;;Charmander
209;Fling;;False;;56;False;False;;Charmander
210;Will-O-Wisp;;False;;61;False;False;;Charmander
211;Shadow Claw;;False;;65;False;False;;Charmander
212;Swords Dance;;False;;75;False;False;;Charmander
213;Rock Slide;;False;;80;False;False;;Charmander
214;Swagger;;False;;87;False;False;;Charmander
215;Sleep Talk;;False;;88;False;False;;Charmander
216;Substitute;;False;;90;False;False;;Charmander
217;Confide;;False;;100;False;False;;Charmander
218;Air Cutter;;False;;;True;False;;Charmander
219;Ancient Power;;False;;;True;False;;Charmander
220;Beat Up;;False;;;True;False;;Charmander
221;Belly Drum;;False;;;True;False;;Charmander
222;Bite;;False;;;True;False;;Charmander
223;Counter;;False;;;True;False;;Charmander
224;Crunch;;False;;;True;False;;Charmander
225;Dragon Dance;;False;;;True;False;;Charmander
226;Dragon Pulse;;False;;;True;False;;Charmander
227;Dragon Rush;;False;;;True;False;;Charmander
228;Flare Blitz;;False;;;True;False;;Charmander
229;Focus Punch;;False;;;True;False;;Charmander
230;Metal Claw;;False;;;True;False;;Charmander
231;Outrage;;False;;;True;False;;Charmander
232;Fire Pledge;;False;;;False;True;;Charmander
233;Tackle;1;False;;;False;False;;Squirtle
234;Tail Whip;4;False;;;False;False;;Squirtle
235;Water Gun;7;False;;;False;False;;Squirtle
236;Withdraw;10;False;;;False;False;;Squirtle
237;Bubble;13;False;;;False;False;;Squirtle
238;Bite;16;False;;;False;False;;Squirtle
239;Rapid Spin;19;False;;;False;False;;Squirtle
240;Protect;22;False;;17;False;False;;Squirtle
241;Water Pulse;25;False;;;False;False;;Squirtle
242;Aqua Tail;28;False;;;False;False;;Squirtle
243;Skull Bash;31;False;;;False;False;;Squirtle
244;Iron Defense;34;False;;;False;False;;Squirtle
245;Rain Dance;37;False;;18;False;False;;Squirtle
246;Hydro Pump;40;False;;;False;False;;Squirtle
247;Work Up;;False;;01;False;False;;Squirtle
248;Toxic;;False;;06;False;False;;Squirtle
249;Hail;;False;;07;False;False;;Squirtle
250;Hidden Power;;False;;10;False;False;;Squirtle
251;Ice Beam;;False;;13;False;False;;Squirtle
252;Blizzard;;False;;14;False;False;;Squirtle
253;Frustration;;False;;21;False;False;;Squirtle
254;Return;;False;;27;False;False;;Squirtle
255;Brick Break;;False;;31;False;False;;Squirtle
256;Double Team;;False;;32;False;False;;Squirtle
257;Rock Tomb;;False;;39;False;False;;Squirtle
258;Facade;;False;;42;False;False;;Squirtle
259;Rest;;False;;44;False;False;;Squirtle
260;Attract;;False;;45;False;False;;Squirtle
261;Round;;False;;48;False;False;;Squirtle
262;Scald;;False;;55;False;False;;Squirtle
263;Fling;;False;;56;False;False;;Squirtle
264;Gyro Ball;;False;;74;False;False;;Squirtle
265;Swagger;;False;;87;False;False;;Squirtle
266;Sleep Talk;;False;;88;False;False;;Squirtle
267;Substitute;;False;;90;False;False;;Squirtle
268;Surf;;False;;94;False;False;;Squirtle
269;Waterfall;;False;;98;False;False;;Squirtle
270;Confide;;False;;100;False;False;;Squirtle
271;Aqua Jet;;False;;;True;False;;Squirtle
272;Aqua Ring;;False;;;True;False;;Squirtle
273;Aura Sphere;;False;;;True;False;;Squirtle
274;Brine;;False;;;True;False;;Squirtle
275;Dragon Pulse;;False;;;True;False;;Squirtle
276;Fake Out;;False;;;True;False;;Squirtle
277;Flail;;False;;;True;False;;Squirtle
278;Foresight;;False;;;True;False;;Squirtle
279;Haze;;False;;;True;False;;Squirtle
280;Mirror Coat;;False;;;True;False;;Squirtle
281;Mist;;False;;;True;False;;Squirtle
282;Mud Sport;;False;;;True;False;;Squirtle
283;Muddy Water;;False;;;True;False;;Squirtle
284;Refresh;;False;;;True;False;;Squirtle
285;Water Spout;;False;;;True;False;;Squirtle
286;Yawn;;False;;;True;False;;Squirtle
287;Water Pledge;;False;;;False;True;;Squirtle
288;Tackle;1;False;;;False;False;;Wartortle
289;Tail Whip;1;False;;;False;False;;Wartortle
290;Tail Whip;4;False;;;False;False;;Wartortle
291;Water Gun;1;False;;;False;False;;Wartortle
292;Water Gun;7;False;;;False;False;;Wartortle
293;Withdraw;10;False;;;False;False;;Wartortle
294;Bubble;13;False;;;False;False;;Wartortle
295;Bite;17;False;;;False;False;;Wartortle
296;Rapid Spin;21;False;;;False;False;;Wartortle
297;Protect;25;False;;17;False;False;;Wartortle
298;Water Pulse;29;False;;;False;False;;Wartortle
299;Aqua Tail;33;False;;;False;False;;Wartortle
300;Skull Bash;37;False;;;False;False;;Wartortle
301;Iron Defense;41;False;;;False;False;;Wartortle
302;Rain Dance;45;False;;18;False;False;;Wartortle
303;Hydro Pump;49;False;;;False;False;;Wartortle
304;Work Up;;False;;01;False;False;;Wartortle
305;Toxic;;False;;06;False;False;;Wartortle
306;Hail;;False;;07;False;False;;Wartortle
307;Hidden Power;;False;;10;False;False;;Wartortle
308;Ice Beam;;False;;13;False;False;;Wartortle
309;Blizzard;;False;;14;False;False;;Wartortle
310;Frustration;;False;;21;False;False;;Wartortle
311;Return;;False;;27;False;False;;Wartortle
312;Brick Break;;False;;31;False;False;;Wartortle
313;Double Team;;False;;32;False;False;;Wartortle
314;Rock Tomb;;False;;39;False;False;;Wartortle
315;Facade;;False;;42;False;False;;Wartortle
316;Rest;;False;;44;False;False;;Wartortle
317;Attract;;False;;45;False;False;;Wartortle
318;Round;;False;;48;False;False;;Wartortle
319;Scald;;False;;55;False;False;;Wartortle
320;Fling;;False;;56;False;False;;Wartortle
321;Gyro Ball;;False;;74;False;False;;Wartortle
322;Swagger;;False;;87;False;False;;Wartortle
323;Sleep Talk;;False;;88;False;False;;Wartortle
324;Substitute;;False;;90;False;False;;Wartortle
325;Surf;;False;;94;False;False;;Wartortle
326;Waterfall;;False;;98;False;False;;Wartortle
327;Confide;;False;;100;False;False;;Wartortle
328;Aqua Jet;;False;;;True;False;;Wartortle
329;Aqua Ring;;False;;;True;False;;Wartortle
330;Aura Sphere;;False;;;True;False;;Wartortle
331;Brine;;False;;;True;False;;Wartortle
332;Dragon Pulse;;False;;;True;False;;Wartortle
333;Fake Out;;False;;;True;False;;Wartortle
334;Flail;;False;;;True;False;;Wartortle
335;Foresight;;False;;;True;False;;Wartortle
336;Haze;;False;;;True;False;;Wartortle
337;Mirror Coat;;False;;;True;False;;Wartortle
338;Mist;;False;;;True;False;;Wartortle
339;Mud Sport;;False;;;True;False;;Wartortle
340;Muddy Water;;False;;;True;False;;Wartortle
341;Refresh;;False;;;True;False;;Wartortle
342;Water Spout;;False;;;True;False;;Wartortle
343;Yawn;;False;;;True;False;;Wartortle
344;Water Pledge;;False;;;False;True;;Wartortle
345;Ember;1;False;;;False;False;;Charmeleon
346;Ember;7;False;;;False;False;;Charmeleon
347;Growl;1;False;;;False;False;;Charmeleon
348;Scratch;1;False;;;False;False;;Charmeleon
349;Smokescreen;10;False;;;False;False;;Charmeleon
350;Dragon Rage;17;False;;;False;False;;Charmeleon
351;Scary Face;21;False;;;False;False;;Charmeleon
352;Fire Fang;28;False;;;False;False;;Charmeleon
353;Flame Burst;32;False;;;False;False;;Charmeleon
354;Slash;39;False;;;False;False;;Charmeleon
355;Flamethrower;43;False;;35;False;False;;Charmeleon
356;Fire Spin;50;False;;;False;False;;Charmeleon
357;Inferno;54;False;;;False;False;;Charmeleon
358;Work Up;;False;;01;False;False;;Charmeleon
359;Dragon Claw;;False;;02;False;False;;Charmeleon
360;Toxic;;False;;06;False;False;;Charmeleon
361;Hidden Power;;False;;10;False;False;;Charmeleon
362;Sunny Day;;False;;11;False;False;;Charmeleon
363;Protect;;False;;17;False;False;;Charmeleon
364;Frustration;;False;;21;False;False;;Charmeleon
365;Return;;False;;27;False;False;;Charmeleon
366;Brick Break;;False;;31;False;False;;Charmeleon
367;Double Team;;False;;32;False;False;;Charmeleon
368;Fire Blast;;False;;38;False;False;;Charmeleon
369;Rock Tomb;;False;;39;False;False;;Charmeleon
370;Aerial Ace;;False;;40;False;False;;Charmeleon
371;Facade;;False;;42;False;False;;Charmeleon
372;Flame Charge;;False;;43;False;False;;Charmeleon
373;Rest;;False;;44;False;False;;Charmeleon
374;Attract;;False;;45;False;False;;Charmeleon
375;Round;;False;;48;False;False;;Charmeleon
376;Echoed Voice;;False;;49;False;False;;Charmeleon
377;Overheat;;False;;50;False;False;;Charmeleon
378;Fling;;False;;56;False;False;;Charmeleon
379;Will-O-Wisp;;False;;61;False;False;;Charmeleon
380;Shadow Claw;;False;;65;False;False;;Charmeleon
381;Swords Dance;;False;;75;False;False;;Charmeleon
382;Rock Slide;;False;;80;False;False;;Charmeleon
383;Swagger;;False;;87;False;False;;Charmeleon
384;Sleep Talk;;False;;88;False;False;;Charmeleon
385;Substitute;;False;;90;False;False;;Charmeleon
386;Confide;;False;;100;False;False;;Charmeleon
387;Air Cutter;;False;;;True;False;;Charmeleon
388;Ancient Power;;False;;;True;False;;Charmeleon
389;Beat Up;;False;;;True;False;;Charmeleon
390;Belly Drum;;False;;;True;False;;Charmeleon
391;Bite;;False;;;True;False;;Charmeleon
392;Counter;;False;;;True;False;;Charmeleon
393;Crunch;;False;;;True;False;;Charmeleon
394;Dragon Dance;;False;;;True;False;;Charmeleon
395;Dragon Pulse;;False;;;True;False;;Charmeleon
396;Dragon Rush;;False;;;True;False;;Charmeleon
397;Flare Blitz;;False;;;True;False;;Charmeleon
398;Focus Punch;;False;;;True;False;;Charmeleon
399;Metal Claw;;False;;;True;False;;Charmeleon
400;Outrage;;False;;;True;False;;Charmeleon
401;Fire Pledge;;False;;;False;True;;Charmeleon
402;Air Slash;1;False;;;False;False;;Charizard
403;Dragon Claw;1;False;;02;False;False;;Charizard
404;Ember;1;False;;;False;False;;Charizard
405;Ember;7;False;;;False;False;;Charizard
406;Flare Blitz;1;False;;;True;False;;Charizard
407;Flare Blitz;77;False;;;True;False;;Charizard
408;Growl;1;False;;;False;False;;Charizard
409;Heat Wave;1;False;;;False;False;;Charizard
410;Heat Wave;71;False;;;False;False;;Charizard
411;Scratch;1;False;;;False;False;;Charizard
412;Shadow Claw;1;False;;65;False;False;;Charizard
413;Wing Attack;1;False;;;False;False;;Charizard
414;Smokescreen;10;False;;;False;False;;Charizard
415;Dragon Rage;17;False;;;False;False;;Charizard
416;Scary Face;21;False;;;False;False;;Charizard
417;Fire Fang;28;False;;;False;False;;Charizard
418;Flame Burst;32;False;;;False;False;;Charizard
419;Slash;41;False;;;False;False;;Charizard
420;Flamethrower;47;False;;35;False;False;;Charizard
421;Fire Spin;56;False;;;False;False;;Charizard
422;Inferno;62;False;;;False;False;;Charizard
423;Work Up;;False;;01;False;False;;Charizard
424;Roar;;False;;05;False;False;;Charizard
425;Toxic;;False;;06;False;False;;Charizard
426;Hidden Power;;False;;10;False;False;;Charizard
427;Sunny Day;;False;;11;False;False;;Charizard
428;Hyper Beam;;False;;15;False;False;;Charizard
429;Protect;;False;;17;False;False;;Charizard
430;Roost;;False;;19;False;False;;Charizard
431;Frustration;;False;;21;False;False;;Charizard
432;Solar Beam;;False;;22;False;False;;Charizard
433;Earthquake;;False;;26;False;False;;Charizard
434;Return;;False;;27;False;False;;Charizard
435;Brick Break;;False;;31;False;False;;Charizard
436;Double Team;;False;;32;False;False;;Charizard
437;Fire Blast;;False;;38;False;False;;Charizard
438;Rock Tomb;;False;;39;False;False;;Charizard
439;Aerial Ace;;False;;40;False;False;;Charizard
440;Facade;;False;;42;False;False;;Charizard
441;Flame Charge;;False;;43;False;False;;Charizard
442;Rest;;False;;44;False;False;;Charizard
443;Attract;;False;;45;False;False;;Charizard
444;Round;;False;;48;False;False;;Charizard
445;Echoed Voice;;False;;49;False;False;;Charizard
446;Overheat;;False;;50;False;False;;Charizard
447;Steel Wing;;False;;51;False;False;;Charizard
448;Focus Blast;;False;;52;False;False;;Charizard
449;Fling;;False;;56;False;False;;Charizard
450;Sky Drop;;False;;58;False;False;;Charizard
451;Brutal Swing;;False;;59;False;False;;Charizard
452;Will-O-Wisp;;False;;61;False;False;;Charizard
453;Giga Impact;;False;;68;False;False;;Charizard
454;Swords Dance;;False;;75;False;False;;Charizard
455;Fly;;False;;76;False;False;;Charizard
456;Bulldoze;;False;;78;False;False;;Charizard
457;Rock Slide;;False;;80;False;False;;Charizard
458;Dragon Tail;;False;;82;False;False;;Charizard
459;Swagger;;False;;87;False;False;;Charizard
460;Sleep Talk;;False;;88;False;False;;Charizard
461;Substitute;;False;;90;False;False;;Charizard
462;Confide;;False;;100;False;False;;Charizard
463;Air Cutter;;False;;;True;False;;Charizard
464;Ancient Power;;False;;;True;False;;Charizard
465;Beat Up;;False;;;True;False;;Charizard
466;Belly Drum;;False;;;True;False;;Charizard
467;Bite;;False;;;True;False;;Charizard
468;Counter;;False;;;True;False;;Charizard
469;Crunch;;False;;;True;False;;Charizard
470;Dragon Dance;;False;;;True;False;;Charizard
471;Dragon Pulse;;False;;;True;False;;Charizard
472;Dragon Rush;;False;;;True;False;;Charizard
473;Focus Punch;;False;;;True;False;;Charizard
474;Metal Claw;;False;;;True;False;;Charizard
475;Outrage;;False;;;True;False;;Charizard
476;Blast Burn;;False;;;False;True;;Charizard
477;Fire Pledge;;False;;;False;True;;Charizard
478;Flash Cannon;1;False;;91;False;False;;Blastoise
479;Tackle;1;False;;;False;False;;Blastoise
480;Tail Whip;1;False;;;False;False;;Blastoise
481;Tail Whip;4;False;;;False;False;;Blastoise
482;Water Gun;1;False;;;False;False;;Blastoise
483;Water Gun;7;False;;;False;False;;Blastoise
484;Withdraw;1;False;;;False;False;;Blastoise
485;Withdraw;10;False;;;False;False;;Blastoise
486;Bubble;13;False;;;False;False;;Blastoise
487;Bite;17;False;;;False;False;;Blastoise
488;Rapid Spin;21;False;;;False;False;;Blastoise
489;Protect;25;False;;17;False;False;;Blastoise
490;Water Pulse;29;False;;;False;False;;Blastoise
491;Aqua Tail;33;False;;;False;False;;Blastoise
492;Skull Bash;40;False;;;False;False;;Blastoise
493;Iron Defense;47;False;;;False;False;;Blastoise
494;Rain Dance;54;False;;18;False;False;;Blastoise
495;Hydro Pump;60;False;;;False;False;;Blastoise
496;Work Up;;False;;01;False;False;;Blastoise
497;Roar;;False;;05;False;False;;Blastoise
498;Toxic;;False;;06;False;False;;Blastoise
499;Hail;;False;;07;False;False;;Blastoise
500;Hidden Power;;False;;10;False;False;;Blastoise
501;Ice Beam;;False;;13;False;False;;Blastoise
502;Blizzard;;False;;14;False;False;;Blastoise
503;Hyper Beam;;False;;15;False;False;;Blastoise
504;Frustration;;False;;21;False;False;;Blastoise
505;Smack Down;;False;;23;False;False;;Blastoise
506;Earthquake;;False;;26;False;False;;Blastoise
507;Return;;False;;27;False;False;;Blastoise
508;Brick Break;;False;;31;False;False;;Blastoise
509;Double Team;;False;;32;False;False;;Blastoise
510;Rock Tomb;;False;;39;False;False;;Blastoise
511;Facade;;False;;42;False;False;;Blastoise
512;Rest;;False;;44;False;False;;Blastoise
513;Attract;;False;;45;False;False;;Blastoise
514;Round;;False;;48;False;False;;Blastoise
515;Focus Blast;;False;;52;False;False;;Blastoise
516;Scald;;False;;55;False;False;;Blastoise
517;Fling;;False;;56;False;False;;Blastoise
518;Giga Impact;;False;;68;False;False;;Blastoise
519;Gyro Ball;;False;;74;False;False;;Blastoise
520;Bulldoze;;False;;78;False;False;;Blastoise
521;Rock Slide;;False;;80;False;False;;Blastoise
522;Dragon Tail;;False;;82;False;False;;Blastoise
523;Swagger;;False;;87;False;False;;Blastoise
524;Sleep Talk;;False;;88;False;False;;Blastoise
525;Substitute;;False;;90;False;False;;Blastoise
526;Surf;;False;;94;False;False;;Blastoise
527;Dark Pulse;;False;;97;False;False;;Blastoise
528;Waterfall;;False;;98;False;False;;Blastoise
529;Confide;;False;;100;False;False;;Blastoise
530;Aqua Jet;;False;;;True;False;;Blastoise
531;Aqua Ring;;False;;;True;False;;Blastoise
532;Aura Sphere;;False;;;True;False;;Blastoise
533;Brine;;False;;;True;False;;Blastoise
534;Dragon Pulse;;False;;;True;False;;Blastoise
535;Fake Out;;False;;;True;False;;Blastoise
536;Flail;;False;;;True;False;;Blastoise
537;Foresight;;False;;;True;False;;Blastoise
538;Haze;;False;;;True;False;;Blastoise
539;Mirror Coat;;False;;;True;False;;Blastoise
540;Mist;;False;;;True;False;;Blastoise
541;Mud Sport;;False;;;True;False;;Blastoise
542;Muddy Water;;False;;;True;False;;Blastoise
543;Refresh;;False;;;True;False;;Blastoise
544;Water Spout;;False;;;True;False;;Blastoise
545;Yawn;;False;;;True;False;;Blastoise
546;Hydro Cannon;;False;;;False;True;;Blastoise
547;Water Pledge;;False;;;False;True;;Blastoise
548;String Shot;1;False;;;False;False;;Caterpie
549;Tackle;1;False;;;False;False;;Caterpie
550;Bug Bite;9;False;;;False;False;;Caterpie
551;Harden;1;False;;;False;False;;Metapod
552;Bug Bite;;True;;;False;False;;Metapod
553;String Shot;;True;;;False;False;;Metapod
554;Tackle;;True;;;False;False;;Metapod
555;Confusion;1;False;;;False;False;;Butterfree
556;Confusion;11;False;;;False;False;;Butterfree
