;Move;Lvl;PreEvol;HM;TM;Egg;Tutor;TR;Pokemon
54;Magical Leaf;;False;;;True;False;;Ivysaur
55;Petal Dance;;False;;;True;False;;Ivysaur
56;Power Whip;;False;;;True;False;;Ivysaur
57;Skull Bash;;False;;;True;False;;Ivysaur
58;Sludge;;False;;;True;False;;Ivysaur
59;Grass Pledge;;False;;;False;True;;Ivysaur
60;Tackle;1;False;;;False;False;;Bulbasaur
61;Growl;3;False;;;False;False;;Bulbasaur
62;Leech Seed;7;False;;;False;False;;Bulbasaur
63;Vine Whip;9;False;;;False;False;;Bulbasaur
64;Poison Powder;13;False;;;False;False;;Bulbasaur
65;Sleep Powder;13;False;;;False;False;;Bulbasaur
66;Take Down;15;False;;;False;False;;Bulbasaur
67;Razor Leaf;19;False;;;False;False;;Bulbasaur
68;Sweet Scent;21;False;;;False;False;;Bulbasaur
69;Growth;25;False;;;False;False;;Bulbasaur
70;Double-Edge;27;False;;;False;False;;Bulbasaur
71;Worry Seed;31;False;;;False;False;;Bulbasaur
72;Synthesis;33;False;;;False;False;;Bulbasaur
73;Seed Bomb;37;False;;;False;False;;Bulbasaur
74;Cut;;False;01;;False;False;;Bulbasaur
75;Strength;;False;04;;False;False;;Bulbasaur
76;Toxic;;False;;06;False;False;;Bulbasaur
77;Venoshock;;False;;09;False;False;;Bulbasaur
78;Hidden Power;;False;;10;False;False;;Bulbasaur
79;Sunny Day;;False;;11;False;False;;Bulbasaur
80;Light Screen;;False;;16;False;False;;Bulbasaur
81;Protect;;False;;17;False;False;;Bulbasaur
82;Safeguard;;False;;20;False;False;;Bulbasaur
83;Frustration;;False;;21;False;False;;Bulbasaur
84;Solar Beam;;False;;22;False;False;;Bulbasaur
85;Return;;False;;27;False;False;;Bulbasaur
86;Double Team;;False;;32;False;False;;Bulbasaur
87;Sludge Bomb;;False;;36;False;False;;Bulbasaur
88;Facade;;False;;42;False;False;;Bulbasaur
89;Rest;;False;;44;False;False;;Bulbasaur
90;Attract;;False;;45;False;False;;Bulbasaur
91;Round;;False;;48;False;False;;Bulbasaur
92;Echoed Voice;;False;;49;False;False;;Bulbasaur
93;Energy Ball;;False;;53;False;False;;Bulbasaur
94;Flash;;False;;70;False;False;;Bulbasaur
95;Swords Dance;;False;;75;False;False;;Bulbasaur
96;Grass Knot;;False;;86;False;False;;Bulbasaur
97;Swagger;;False;;87;False;False;;Bulbasaur
98;Sleep Talk;;False;;88;False;False;;Bulbasaur
99;Substitute;;False;;90;False;False;;Bulbasaur
100;Rock Smash;;False;;94;False;False;;Bulbasaur
101;Nature Power;;False;;96;True;False;;Bulbasaur
102;Confide;;False;;100;False;False;;Bulbasaur
103;Amnesia;;False;;;True;False;;Bulbasaur
104;Charm;;False;;;True;False;;Bulbasaur
105;Curse;;False;;;True;False;;Bulbasaur
106;Endure;;False;;;True;False;;Bulbasaur
107;Giga Drain;;False;;;True;False;;Bulbasaur
108;Grass Whistle;;False;;;True;False;;Bulbasaur
109;Grassy Terrain;;False;;;True;False;;Bulbasaur
110;Ingrain;;False;;;True;False;;Bulbasaur
111;Leaf Storm;;False;;;True;False;;Bulbasaur
112;Magical Leaf;;False;;;True;False;;Bulbasaur
113;Petal Dance;;False;;;True;False;;Bulbasaur
114;Power Whip;;False;;;True;False;;Bulbasaur
115;Skull Bash;;False;;;True;False;;Bulbasaur
116;Sludge;;False;;;True;False;;Bulbasaur
117;Grass Pledge;;False;;;False;True;;Bulbasaur
118;Growl;1;False;;;False;False;;Venusaur
119;Growl;3;False;;;False;False;;Venusaur
120;Leech Seed;1;False;;;False;False;;Venusaur
121;Leech Seed;7;False;;;False;False;;Venusaur
122;Tackle;1;False;;;False;False;;Venusaur
123;Vine Whip;1;False;;;False;False;;Venusaur
124;Vine Whip;9;False;;;False;False;;Venusaur
125;Poison Powder;13;False;;;False;False;;Venusaur
126;Sleep Powder;13;False;;;False;False;;Venusaur
127;Take Down;15;False;;;False;False;;Venusaur
128;Razor Leaf;20;False;;;False;False;;Venusaur
129;Sweet Scent;23;False;;;False;False;;Venusaur
130;Growth;28;False;;;False;False;;Venusaur
131;Double-Edge;31;False;;;False;False;;Venusaur
132;Petal Dance;32;False;;;True;False;;Venusaur
133;Worry Seed;39;False;;;False;False;;Venusaur
134;Synthesis;45;False;;;False;False;;Venusaur
135;Petal Blizzard;50;False;;;False;False;;Venusaur
136;Solar Beam;53;False;;22;False;False;;Venusaur
137;Seed Bomb;;True;;;False;False;;Venusaur
138;Cut;;False;01;;False;False;;Venusaur
139;Strength;;False;04;;False;False;;Venusaur
140;Roar;;False;;05;False;False;;Venusaur
141;Toxic;;False;;06;False;False;;Venusaur
142;Venoshock;;False;;09;False;False;;Venusaur
143;Hidden Power;;False;;10;False;False;;Venusaur
144;Sunny Day;;False;;11;False;False;;Venusaur
145;Hyper Beam;;False;;15;False;False;;Venusaur
146;Light Screen;;False;;16;False;False;;Venusaur
147;Protect;;False;;17;False;False;;Venusaur
148;Safeguard;;False;;20;False;False;;Venusaur
149;Frustration;;False;;21;False;False;;Venusaur
150;Earthquake;;False;;26;False;False;;Venusaur
151;Return;;False;;27;False;False;;Venusaur
152;Double Team;;False;;32;False;False;;Venusaur
153;Sludge Bomb;;False;;36;False;False;;Venusaur
154;Facade;;False;;42;False;False;;Venusaur
155;Rest;;False;;44;False;False;;Venusaur
156;Attract;;False;;45;False;False;;Venusaur
157;Round;;False;;48;False;False;;Venusaur
158;Echoed Voice;;False;;49;False;False;;Venusaur
159;Energy Ball;;False;;53;False;False;;Venusaur
160;Giga Impact;;False;;68;False;False;;Venusaur
161;Flash;;False;;70;False;False;;Venusaur
162;Swords Dance;;False;;75;False;False;;Venusaur
163;Bulldoze;;False;;78;False;False;;Venusaur
164;Grass Knot;;False;;86;False;False;;Venusaur
165;Swagger;;False;;87;False;False;;Venusaur
166;Sleep Talk;;False;;88;False;False;;Venusaur
167;Substitute;;False;;90;False;False;;Venusaur
168;Rock Smash;;False;;94;False;False;;Venusaur
169;Nature Power;;False;;96;True;False;;Venusaur
170;Confide;;False;;100;False;False;;Venusaur
171;Amnesia;;False;;;True;False;;Venusaur
172;Charm;;False;;;True;False;;Venusaur
173;Curse;;False;;;True;False;;Venusaur
174;Endure;;False;;;True;False;;Venusaur
175;Giga Drain;;False;;;True;False;;Venusaur
176;Grass Whistle;;False;;;True;False;;Venusaur
177;Grassy Terrain;;False;;;True;False;;Venusaur
178;Ingrain;;False;;;True;False;;Venusaur
179;Leaf Storm;;False;;;True;False;;Venusaur
180;Magical Leaf;;False;;;True;False;;Venusaur
181;Power Whip;;False;;;True;False;;Venusaur
182;Skull Bash;;False;;;True;False;;Venusaur
183;Sludge;;False;;;True;False;;Venusaur
184;Frenzy Plant;;False;;;False;True;;Venusaur
185;Grass Pledge;;False;;;False;True;;Venusaur
186;Tackle;1;False;;;False;False;;Squirtle
187;Tail Whip;4;False;;;False;False;;Squirtle
188;Water Gun;7;False;;;False;False;;Squirtle
189;Withdraw;10;False;;;False;False;;Squirtle
190;Bubble;13;False;;;False;False;;Squirtle
191;Bite;16;False;;;False;False;;Squirtle
192;Rapid Spin;19;False;;;False;False;;Squirtle
193;Protect;22;False;;17;False;False;;Squirtle
194;Water Pulse;25;False;;;False;False;;Squirtle
195;Aqua Tail;28;False;;;False;False;;Squirtle
196;Skull Bash;31;False;;;False;False;;Squirtle
197;Iron Defense;34;False;;;False;False;;Squirtle
198;Rain Dance;37;False;;18;False;False;;Squirtle
199;Hydro Pump;40;False;;;False;False;;Squirtle
200;Surf;;False;03;;False;False;;Squirtle
201;Strength;;False;04;;False;False;;Squirtle
202;Waterfall;;False;05;;False;False;;Squirtle
203;Toxic;;False;;06;False;False;;Squirtle
204;Hail;;False;;07;False;False;;Squirtle
205;Hidden Power;;False;;10;False;False;;Squirtle
206;Ice Beam;;False;;13;False;False;;Squirtle
207;Blizzard;;False;;14;False;False;;Squirtle
208;Frustration;;False;;21;False;False;;Squirtle
209;Return;;False;;27;False;False;;Squirtle
210;Dig;;False;;28;False;False;;Squirtle
211;Brick Break;;False;;31;False;False;;Squirtle
212;Double Team;;False;;32;False;False;;Squirtle
213;Rock Tomb;;False;;39;False;False;;Squirtle
214;Facade;;False;;42;False;False;;Squirtle
215;Rest;;False;;44;False;False;;Squirtle
216;Attract;;False;;45;False;False;;Squirtle
217;Round;;False;;48;False;False;;Squirtle
218;Scald;;False;;55;False;False;;Squirtle
219;Fling;;False;;56;False;False;;Squirtle
220;Gyro Ball;;False;;74;False;False;;Squirtle
221;Swagger;;False;;87;False;False;;Squirtle
222;Sleep Talk;;False;;88;False;False;;Squirtle
223;Substitute;;False;;90;False;False;;Squirtle
224;Rock Smash;;False;;94;False;False;;Squirtle
225;Power-Up Punch;;False;;98;False;False;;Squirtle
226;Confide;;False;;100;False;False;;Squirtle
227;Aqua Jet;;False;;;True;False;;Squirtle
228;Aqua Ring;;False;;;True;False;;Squirtle
229;Aura Sphere;;False;;;True;False;;Squirtle
230;Brine;;False;;;True;False;;Squirtle
231;Dragon Pulse;;False;;;True;False;;Squirtle
232;Fake Out;;False;;;True;False;;Squirtle
233;Flail;;False;;;True;False;;Squirtle
234;Foresight;;False;;;True;False;;Squirtle
235;Haze;;False;;;True;False;;Squirtle
236;Mirror Coat;;False;;;True;False;;Squirtle
237;Mist;;False;;;True;False;;Squirtle
238;Mud Sport;;False;;;True;False;;Squirtle
239;Muddy Water;;False;;;True;False;;Squirtle
240;Refresh;;False;;;True;False;;Squirtle
241;Water Spout;;False;;;True;False;;Squirtle
242;Yawn;;False;;;True;False;;Squirtle
243;Water Pledge;;False;;;False;True;;Squirtle
244;Growl;1;False;;;False;False;;Charmander
245;Scratch;1;False;;;False;False;;Charmander
246;Ember;7;False;;;False;False;;Charmander
247;Smokescreen;10;False;;;False;False;;Charmander
248;Dragon Rage;16;False;;;False;False;;Charmander
249;Scary Face;19;False;;;False;False;;Charmander
250;Fire Fang;25;False;;;False;False;;Charmander
251;Flame Burst;28;False;;;False;False;;Charmander
252;Slash;34;False;;;False;False;;Charmander
253;Flamethrower;37;False;;35;False;False;;Charmander
254;Fire Spin;43;False;;;False;False;;Charmander
255;Inferno;46;False;;;False;False;;Charmander
256;Cut;;False;01;;False;False;;Charmander
257;Strength;;False;04;;False;False;;Charmander
258;Hone Claws;;False;;01;False;False;;Charmander
259;Dragon Claw;;False;;02;False;False;;Charmander
260;Toxic;;False;;06;False;False;;Charmander
261;Hidden Power;;False;;10;False;False;;Charmander
262;Sunny Day;;False;;11;False;False;;Charmander
263;Protect;;False;;17;False;False;;Charmander
264;Frustration;;False;;21;False;False;;Charmander
265;Return;;False;;27;False;False;;Charmander
266;Dig;;False;;28;False;False;;Charmander
267;Brick Break;;False;;31;False;False;;Charmander
268;Double Team;;False;;32;False;False;;Charmander
269;Fire Blast;;False;;38;False;False;;Charmander
270;Rock Tomb;;False;;39;False;False;;Charmander
271;Aerial Ace;;False;;40;False;False;;Charmander
272;Facade;;False;;42;False;False;;Charmander
273;Flame Charge;;False;;43;False;False;;Charmander
274;Rest;;False;;44;False;False;;Charmander
275;Attract;;False;;45;False;False;;Charmander
276;Round;;False;;48;False;False;;Charmander
277;Echoed Voice;;False;;49;False;False;;Charmander
278;Overheat;;False;;50;False;False;;Charmander
279;Fling;;False;;56;False;False;;Charmander
280;Incinerate;;False;;59;False;False;;Charmander
281;Will-O-Wisp;;False;;61;False;False;;Charmander
282;Shadow Claw;;False;;65;False;False;;Charmander
283;Swords Dance;;False;;75;False;False;;Charmander
284;Rock Slide;;False;;80;False;False;;Charmander
285;Swagger;;False;;87;False;False;;Charmander
286;Sleep Talk;;False;;88;False;False;;Charmander
287;Substitute;;False;;90;False;False;;Charmander
288;Rock Smash;;False;;94;False;False;;Charmander
289;Power-Up Punch;;False;;98;False;False;;Charmander
290;Confide;;False;;100;False;False;;Charmander
291;Air Cutter;;False;;;True;False;;Charmander
292;Ancient Power;;False;;;True;False;;Charmander
293;Beat Up;;False;;;True;False;;Charmander
294;Belly Drum;;False;;;True;False;;Charmander
295;Bite;;False;;;True;False;;Charmander
296;Counter;;False;;;True;False;;Charmander
297;Crunch;;False;;;True;False;;Charmander
298;Dragon Dance;;False;;;True;False;;Charmander
299;Dragon Pulse;;False;;;True;False;;Charmander
300;Dragon Rush;;False;;;True;False;;Charmander
301;Flare Blitz;;False;;;True;False;;Charmander
302;Focus Punch;;False;;;True;False;;Charmander
303;Metal Claw;;False;;;True;False;;Charmander
304;Outrage;;False;;;True;False;;Charmander
305;Fire Pledge;;False;;;False;True;;Charmander
306;Tackle;1;False;;;False;False;;Wartortle
307;Tail Whip;1;False;;;False;False;;Wartortle
308;Tail Whip;4;False;;;False;False;;Wartortle
309;Water Gun;1;False;;;False;False;;Wartortle
310;Water Gun;7;False;;;False;False;;Wartortle
311;Withdraw;10;False;;;False;False;;Wartortle
312;Bubble;13;False;;;False;False;;Wartortle
313;Bite;16;False;;;False;False;;Wartortle
314;Rapid Spin;20;False;;;False;False;;Wartortle
315;Protect;24;False;;17;False;False;;Wartortle
316;Water Pulse;28;False;;;False;False;;Wartortle
317;Aqua Tail;32;False;;;False;False;;Wartortle
318;Skull Bash;36;False;;;False;False;;Wartortle
319;Iron Defense;40;False;;;False;False;;Wartortle
320;Rain Dance;44;False;;18;False;False;;Wartortle
321;Hydro Pump;48;False;;;False;False;;Wartortle
322;Surf;;False;03;;False;False;;Wartortle
323;Strength;;False;04;;False;False;;Wartortle
324;Waterfall;;False;05;;False;False;;Wartortle
325;Toxic;;False;;06;False;False;;Wartortle
326;Hail;;False;;07;False;False;;Wartortle
327;Hidden Power;;False;;10;False;False;;Wartortle
328;Ice Beam;;False;;13;False;False;;Wartortle
329;Blizzard;;False;;14;False;False;;Wartortle
330;Frustration;;False;;21;False;False;;Wartortle
331;Return;;False;;27;False;False;;Wartortle
332;Dig;;False;;28;False;False;;Wartortle
333;Brick Break;;False;;31;False;False;;Wartortle
334;Double Team;;False;;32;False;False;;Wartortle
335;Rock Tomb;;False;;39;False;False;;Wartortle
336;Facade;;False;;42;False;False;;Wartortle
337;Rest;;False;;44;False;False;;Wartortle
338;Attract;;False;;45;False;False;;Wartortle
339;Round;;False;;48;False;False;;Wartortle
340;Scald;;False;;55;False;False;;Wartortle
341;Fling;;False;;56;False;False;;Wartortle
342;Gyro Ball;;False;;74;False;False;;Wartortle
343;Swagger;;False;;87;False;False;;Wartortle
344;Sleep Talk;;False;;88;False;False;;Wartortle
345;Substitute;;False;;90;False;False;;Wartortle
346;Rock Smash;;False;;94;False;False;;Wartortle
347;Power-Up Punch;;False;;98;False;False;;Wartortle
348;Confide;;False;;100;False;False;;Wartortle
349;Aqua Jet;;False;;;True;False;;Wartortle
350;Aqua Ring;;False;;;True;False;;Wartortle
351;Aura Sphere;;False;;;True;False;;Wartortle
352;Brine;;False;;;True;False;;Wartortle
353;Dragon Pulse;;False;;;True;False;;Wartortle
354;Fake Out;;False;;;True;False;;Wartortle
355;Flail;;False;;;True;False;;Wartortle
356;Foresight;;False;;;True;False;;Wartortle
357;Haze;;False;;;True;False;;Wartortle
358;Mirror Coat;;False;;;True;False;;Wartortle
359;Mist;;False;;;True;False;;Wartortle
360;Mud Sport;;False;;;True;False;;Wartortle
361;Muddy Water;;False;;;True;False;;Wartortle
362;Refresh;;False;;;True;False;;Wartortle
363;Water Spout;;False;;;True;False;;Wartortle
364;Yawn;;False;;;True;False;;Wartortle
365;Water Pledge;;False;;;False;True;;Wartortle
366;Ember;1;False;;;False;False;;Charmeleon
367;Ember;7;False;;;False;False;;Charmeleon
368;Growl;1;False;;;False;False;;Charmeleon
369;Scratch;1;False;;;False;False;;Charmeleon
370;Smokescreen;10;False;;;False;False;;Charmeleon
371;Dragon Rage;17;False;;;False;False;;Charmeleon
372;Scary Face;21;False;;;False;False;;Charmeleon
373;Fire Fang;28;False;;;False;False;;Charmeleon
374;Flame Burst;32;False;;;False;False;;Charmeleon
375;Slash;39;False;;;False;False;;Charmeleon
376;Flamethrower;43;False;;35;False;False;;Charmeleon
377;Fire Spin;50;False;;;False;False;;Charmeleon
378;Inferno;54;False;;;False;False;;Charmeleon
379;Cut;;False;01;;False;False;;Charmeleon
380;Strength;;False;04;;False;False;;Charmeleon
381;Hone Claws;;False;;01;False;False;;Charmeleon
382;Dragon Claw;;False;;02;False;False;;Charmeleon
383;Toxic;;False;;06;False;False;;Charmeleon
384;Hidden Power;;False;;10;False;False;;Charmeleon
385;Sunny Day;;False;;11;False;False;;Charmeleon
386;Protect;;False;;17;False;False;;Charmeleon
387;Frustration;;False;;21;False;False;;Charmeleon
388;Return;;False;;27;False;False;;Charmeleon
389;Dig;;False;;28;False;False;;Charmeleon
390;Brick Break;;False;;31;False;False;;Charmeleon
391;Double Team;;False;;32;False;False;;Charmeleon
392;Fire Blast;;False;;38;False;False;;Charmeleon
393;Rock Tomb;;False;;39;False;False;;Charmeleon
394;Aerial Ace;;False;;40;False;False;;Charmeleon
395;Facade;;False;;42;False;False;;Charmeleon
396;Flame Charge;;False;;43;False;False;;Charmeleon
397;Rest;;False;;44;False;False;;Charmeleon
398;Attract;;False;;45;False;False;;Charmeleon
399;Round;;False;;48;False;False;;Charmeleon
400;Echoed Voice;;False;;49;False;False;;Charmeleon
401;Overheat;;False;;50;False;False;;Charmeleon
402;Fling;;False;;56;False;False;;Charmeleon
403;Incinerate;;False;;59;False;False;;Charmeleon
404;Will-O-Wisp;;False;;61;False;False;;Charmeleon
405;Shadow Claw;;False;;65;False;False;;Charmeleon
406;Swords Dance;;False;;75;False;False;;Charmeleon
407;Rock Slide;;False;;80;False;False;;Charmeleon
408;Swagger;;False;;87;False;False;;Charmeleon
409;Sleep Talk;;False;;88;False;False;;Charmeleon
410;Substitute;;False;;90;False;False;;Charmeleon
411;Rock Smash;;False;;94;False;False;;Charmeleon
412;Power-Up Punch;;False;;98;False;False;;Charmeleon
413;Confide;;False;;100;False;False;;Charmeleon
414;Air Cutter;;False;;;True;False;;Charmeleon
415;Ancient Power;;False;;;True;False;;Charmeleon
416;Beat Up;;False;;;True;False;;Charmeleon
417;Belly Drum;;False;;;True;False;;Charmeleon
418;Bite;;False;;;True;False;;Charmeleon
419;Counter;;False;;;True;False;;Charmeleon
420;Crunch;;False;;;True;False;;Charmeleon
421;Dragon Dance;;False;;;True;False;;Charmeleon
422;Dragon Pulse;;False;;;True;False;;Charmeleon
423;Dragon Rush;;False;;;True;False;;Charmeleon
424;Flare Blitz;;False;;;True;False;;Charmeleon
425;Focus Punch;;False;;;True;False;;Charmeleon
426;Metal Claw;;False;;;True;False;;Charmeleon
427;Outrage;;False;;;True;False;;Charmeleon
428;Fire Pledge;;False;;;False;True;;Charmeleon
429;Flash Cannon;1;False;;91;False;False;;Blastoise
430;Tackle;1;False;;;False;False;;Blastoise
431;Tail Whip;1;False;;;False;False;;Blastoise
432;Tail Whip;4;False;;;False;False;;Blastoise
433;Water Gun;1;False;;;False;False;;Blastoise
434;Water Gun;7;False;;;False;False;;Blastoise
435;Withdraw;1;False;;;False;False;;Blastoise
436;Withdraw;10;False;;;False;False;;Blastoise
437;Bubble;13;False;;;False;False;;Blastoise
438;Bite;16;False;;;False;False;;Blastoise
439;Rapid Spin;20;False;;;False;False;;Blastoise
440;Protect;24;False;;17;False;False;;Blastoise
441;Water Pulse;28;False;;;False;False;;Blastoise
442;Aqua Tail;32;False;;;False;False;;Blastoise
443;Skull Bash;39;False;;;False;False;;Blastoise
444;Iron Defense;46;False;;;False;False;;Blastoise
445;Rain Dance;53;False;;18;False;False;;Blastoise
446;Hydro Pump;60;False;;;False;False;;Blastoise
447;Surf;;False;03;;False;False;;Blastoise
448;Strength;;False;04;;False;False;;Blastoise
449;Waterfall;;False;05;;False;False;;Blastoise
450;Roar;;False;;05;False;False;;Blastoise
451;Toxic;;False;;06;False;False;;Blastoise
452;Hail;;False;;07;False;False;;Blastoise
453;Hidden Power;;False;;10;False;False;;Blastoise
454;Ice Beam;;False;;13;False;False;;Blastoise
455;Blizzard;;False;;14;False;False;;Blastoise
456;Hyper Beam;;False;;15;False;False;;Blastoise
457;Frustration;;False;;21;False;False;;Blastoise
458;Smack Down;;False;;23;False;False;;Blastoise
459;Earthquake;;False;;26;False;False;;Blastoise
460;Return;;False;;27;False;False;;Blastoise
461;Dig;;False;;28;False;False;;Blastoise
462;Brick Break;;False;;31;False;False;;Blastoise
463;Double Team;;False;;32;False;False;;Blastoise
464;Rock Tomb;;False;;39;False;False;;Blastoise
465;Facade;;False;;42;False;False;;Blastoise
466;Rest;;False;;44;False;False;;Blastoise
467;Attract;;False;;45;False;False;;Blastoise
468;Round;;False;;48;False;False;;Blastoise
469;Focus Blast;;False;;52;False;False;;Blastoise
470;Scald;;False;;55;False;False;;Blastoise
471;Fling;;False;;56;False;False;;Blastoise
472;Giga Impact;;False;;68;False;False;;Blastoise
473;Gyro Ball;;False;;74;False;False;;Blastoise
474;Bulldoze;;False;;78;False;False;;Blastoise
475;Rock Slide;;False;;80;False;False;;Blastoise
476;Dragon Tail;;False;;82;False;False;;Blastoise
477;Swagger;;False;;87;False;False;;Blastoise
478;Sleep Talk;;False;;88;False;False;;Blastoise
479;Substitute;;False;;90;False;False;;Blastoise
480;Rock Smash;;False;;94;False;False;;Blastoise
481;Dark Pulse;;False;;97;False;False;;Blastoise
482;Power-Up Punch;;False;;98;False;False;;Blastoise
483;Confide;;False;;100;False;False;;Blastoise
484;Aqua Jet;;False;;;True;False;;Blastoise
485;Aqua Ring;;False;;;True;False;;Blastoise
486;Aura Sphere;;False;;;True;False;;Blastoise
487;Brine;;False;;;True;False;;Blastoise
488;Dragon Pulse;;False;;;True;False;;Blastoise
489;Fake Out;;False;;;True;False;;Blastoise
490;Flail;;False;;;True;False;;Blastoise
491;Foresight;;False;;;True;False;;Blastoise
492;Haze;;False;;;True;False;;Blastoise
493;Mirror Coat;;False;;;True;False;;Blastoise
494;Mist;;False;;;True;False;;Blastoise
495;Mud Sport;;False;;;True;False;;Blastoise
496;Muddy Water;;False;;;True;False;;Blastoise
497;Refresh;;False;;;True;False;;Blastoise
498;Water Spout;;False;;;True;False;;Blastoise
499;Yawn;;False;;;True;False;;Blastoise
500;Hydro Cannon;;False;;;False;True;;Blastoise
501;Water Pledge;;False;;;False;True;;Blastoise
502;Air Slash;1;False;;;False;False;;Charizard
503;Dragon Claw;1;False;;02;False;False;;Charizard
504;Ember;1;False;;;False;False;;Charizard
505;Ember;7;False;;;False;False;;Charizard
506;Flare Blitz;1;False;;;True;False;;Charizard
507;Flare Blitz;77;False;;;True;False;;Charizard
508;Growl;1;False;;;False;False;;Charizard
509;Heat Wave;1;False;;;False;False;;Charizard
510;Heat Wave;71;False;;;False;False;;Charizard
511;Scratch;1;False;;;False;False;;Charizard
512;Shadow Claw;1;False;;65;False;False;;Charizard
513;Smokescreen;1;False;;;False;False;;Charizard
514;Smokescreen;10;False;;;False;False;;Charizard
515;Dragon Rage;17;False;;;False;False;;Charizard
516;Scary Face;21;False;;;False;False;;Charizard
517;Fire Fang;28;False;;;False;False;;Charizard
518;Flame Burst;32;False;;;False;False;;Charizard
519;Wing Attack;36;False;;;False;False;;Charizard
520;Slash;41;False;;;False;False;;Charizard
521;Flamethrower;47;False;;35;False;False;;Charizard
522;Fire Spin;56;False;;;False;False;;Charizard
523;Inferno;62;False;;;False;False;;Charizard
524;Cut;;False;01;;False;False;;Charizard
525;Fly;;False;02;;False;False;;Charizard
526;Strength;;False;04;;False;False;;Charizard
527;Hone Claws;;False;;01;False;False;;Charizard
528;Roar;;False;;05;False;False;;Charizard
529;Toxic;;False;;06;False;False;;Charizard
530;Hidden Power;;False;;10;False;False;;Charizard
531;Sunny Day;;False;;11;False;False;;Charizard
532;Hyper Beam;;False;;15;False;False;;Charizard
533;Protect;;False;;17;False;False;;Charizard
534;Roost;;False;;19;False;False;;Charizard
535;Frustration;;False;;21;False;False;;Charizard
536;Solar Beam;;False;;22;False;False;;Charizard
537;Earthquake;;False;;26;False;False;;Charizard
538;Return;;False;;27;False;False;;Charizard
539;Dig;;False;;28;False;False;;Charizard
540;Brick Break;;False;;31;False;False;;Charizard
541;Double Team;;False;;32;False;False;;Charizard
542;Fire Blast;;False;;38;False;False;;Charizard
543;Rock Tomb;;False;;39;False;False;;Charizard
544;Aerial Ace;;False;;40;False;False;;Charizard
545;Facade;;False;;42;False;False;;Charizard
546;Flame Charge;;False;;43;False;False;;Charizard
547;Rest;;False;;44;False;False;;Charizard
548;Attract;;False;;45;False;False;;Charizard
549;Round;;False;;48;False;False;;Charizard
550;Echoed Voice;;False;;49;False;False;;Charizard
551;Overheat;;False;;50;False;False;;Charizard
552;Steel Wing;;False;;51;False;False;;Charizard
553;Focus Blast;;False;;52;False;False;;Charizard
554;Fling;;False;;56;False;False;;Charizard
555;Sky Drop;;False;;58;False;False;;Charizard
