;Move;Lvl;PreEvol;HM;TM;Egg;Tutor;TR;Pokemon
58;Tackle;1;False;;;False;False;;Ivysaur
59;Vine Whip;9;False;;;False;False;;Ivysaur
60;PoisonPowder;13;False;;;False;False;;Ivysaur
61;Sleep Powder;13;False;;;False;False;;Ivysaur
62;Take Down;15;False;;;False;False;;Ivysaur
63;Razor Leaf;20;False;;;False;False;;Ivysaur
64;Sweet Scent;23;False;;;False;False;;Ivysaur
65;Growth;28;False;;;False;False;;Ivysaur
66;Double-Edge;31;False;;;False;False;;Ivysaur
67;Worry Seed;36;False;;;False;False;;Ivysaur
68;Synthesis;39;False;;;False;False;;Ivysaur
69;SolarBeam;44;False;;22;False;False;;Ivysaur
70;Seed Bomb;;True;;;False;False;;Ivysaur
71;Cut;;False;01;;False;False;;Ivysaur
72;Strength;;False;04;;False;False;;Ivysaur
73;Rock Smash;;False;06;;False;False;;Ivysaur
74;Toxic;;False;;06;False;False;;Ivysaur
75;Bullet Seed;;False;;09;False;False;;Ivysaur
76;Hidden Power;;False;;10;False;False;;Ivysaur
77;Sunny Day;;False;;11;False;False;;Ivysaur
78;Protect;;False;;17;False;False;;Ivysaur
79;Giga Drain;;False;;19;False;False;;Ivysaur
80;Frustration;;False;;21;False;False;;Ivysaur
81;Return;;False;;27;False;False;;Ivysaur
82;Double Team;;False;;32;False;False;;Ivysaur
83;Sludge Bomb;;False;;36;False;False;;Ivysaur
84;Facade;;False;;42;False;False;;Ivysaur
85;Secret Power;;False;;43;False;False;;Ivysaur
86;Rest;;False;;44;False;False;;Ivysaur
87;Attract;;False;;45;False;False;;Ivysaur
88;Energy Ball;;False;;53;False;False;;Ivysaur
89;Endure;;False;;58;False;False;;Ivysaur
90;Flash;;False;;70;False;False;;Ivysaur
91;Swords Dance;;False;;75;False;False;;Ivysaur
92;Captivate;;False;;78;False;False;;Ivysaur
93;Sleep Talk;;False;;82;False;False;;Ivysaur
94;Natural Gift;;False;;83;False;False;;Ivysaur
95;Grass Knot;;False;;86;False;False;;Ivysaur
96;Swagger;;False;;87;False;False;;Ivysaur
97;Substitute;;False;;90;False;False;;Ivysaur
98;Amnesia;;False;;;True;False;;Ivysaur
99;Charm;;False;;;True;False;;Ivysaur
100;Curse;;False;;;True;False;;Ivysaur
101;GrassWhistle;;False;;;True;False;;Ivysaur
102;Ingrain;;False;;;True;False;;Ivysaur
103;Leaf Storm;;False;;;True;False;;Ivysaur
104;Light Screen;;False;;;True;False;;Ivysaur
105;Magical Leaf;;False;;;True;False;;Ivysaur
106;Nature Power;;False;;;True;False;;Ivysaur
107;Petal Dance;;False;;;True;False;;Ivysaur
108;Safeguard;;False;;;True;False;;Ivysaur
109;Skull Bash;;False;;;True;False;;Ivysaur
110;Air Slash;1;False;;;False;False;;Charizard
111;Dragon Claw;1;False;;02;False;False;;Charizard
112;Ember;1;False;;;False;False;;Charizard
113;Ember;7;False;;;False;False;;Charizard
114;Growl;1;False;;;False;False;;Charizard
115;Scratch;1;False;;;False;False;;Charizard
116;Shadow Claw;1;False;;65;False;False;;Charizard
117;SmokeScreen;1;False;;;False;False;;Charizard
118;SmokeScreen;10;False;;;False;False;;Charizard
119;Dragon Rage;17;False;;;False;False;;Charizard
120;Scary Face;21;False;;;False;False;;Charizard
121;Fire Fang;28;False;;;False;False;;Charizard
122;Slash;32;False;;;False;False;;Charizard
123;Wing Attack;36;False;;;False;False;;Charizard
124;Flamethrower;42;False;;35;False;False;;Charizard
125;Fire Spin;49;False;;;False;False;;Charizard
126;Heat Wave;59;False;;;False;False;;Charizard
127;Flare Blitz;66;False;;;True;False;;Charizard
128;Cut;;False;01;;False;False;;Charizard
129;Fly;;False;02;;False;False;;Charizard
130;Strength;;False;04;;False;False;;Charizard
131;Defog;;False;05;;False;False;;Charizard
132;Rock Smash;;False;06;;False;False;;Charizard
133;Focus Punch;;False;;01;False;False;;Charizard
134;Roar;;False;;05;False;False;;Charizard
135;Toxic;;False;;06;False;False;;Charizard
136;Hidden Power;;False;;10;False;False;;Charizard
137;Sunny Day;;False;;11;False;False;;Charizard
138;Hyper Beam;;False;;15;False;False;;Charizard
139;Protect;;False;;17;False;False;;Charizard
140;Frustration;;False;;21;False;False;;Charizard
141;SolarBeam;;False;;22;False;False;;Charizard
142;Iron Tail;;False;;23;False;False;;Charizard
143;Earthquake;;False;;26;False;False;;Charizard
144;Return;;False;;27;False;False;;Charizard
145;Dig;;False;;28;False;False;;Charizard
146;Brick Break;;False;;31;False;False;;Charizard
147;Double Team;;False;;32;False;False;;Charizard
148;Fire Blast;;False;;38;False;False;;Charizard
149;Rock Tomb;;False;;39;False;False;;Charizard
150;Aerial Ace;;False;;40;False;False;;Charizard
151;Facade;;False;;42;False;False;;Charizard
152;Secret Power;;False;;43;False;False;;Charizard
153;Rest;;False;;44;False;False;;Charizard
154;Attract;;False;;45;False;False;;Charizard
155;Steel Wing;;False;;47;False;False;;Charizard
156;Overheat;;False;;50;False;False;;Charizard
157;Roost;;False;;51;False;False;;Charizard
158;Focus Blast;;False;;52;False;False;;Charizard
159;Fling;;False;;56;False;False;;Charizard
160;Endure;;False;;58;False;False;;Charizard
161;Dragon Pulse;;False;;59;False;False;;Charizard
162;Will-O-Wisp;;False;;61;False;False;;Charizard
163;Giga Impact;;False;;68;False;False;;Charizard
164;Swords Dance;;False;;75;True;False;;Charizard
165;Captivate;;False;;78;False;False;;Charizard
166;Rock Slide;;False;;80;True;False;;Charizard
167;Sleep Talk;;False;;82;False;False;;Charizard
168;Natural Gift;;False;;83;False;False;;Charizard
169;Swagger;;False;;87;False;False;;Charizard
170;Substitute;;False;;90;False;False;;Charizard
171;AncientPower;;False;;;True;False;;Charizard
172;Beat Up;;False;;;True;False;;Charizard
173;Belly Drum;;False;;;True;False;;Charizard
174;Bite;;False;;;True;False;;Charizard
175;Crunch;;False;;;True;False;;Charizard
176;Dragon Dance;;False;;;True;False;;Charizard
177;Dragon Rush;;False;;;True;False;;Charizard
178;Metal Claw;;False;;;True;False;;Charizard
179;Outrage;;False;;;True;False;;Charizard
180;Blast Burn;;False;;;False;True;;Charizard
181;Growl;1;False;;;False;False;;Venusaur
182;Growl;3;False;;;False;False;;Venusaur
183;Leech Seed;1;False;;;False;False;;Venusaur
184;Leech Seed;7;False;;;False;False;;Venusaur
185;Tackle;1;False;;;False;False;;Venusaur
186;Vine Whip;1;False;;;False;False;;Venusaur
187;Vine Whip;9;False;;;False;False;;Venusaur
188;PoisonPowder;13;False;;;False;False;;Venusaur
189;Sleep Powder;13;False;;;False;False;;Venusaur
190;Take Down;15;False;;;False;False;;Venusaur
191;Razor Leaf;20;False;;;False;False;;Venusaur
192;Sweet Scent;23;False;;;False;False;;Venusaur
193;Growth;28;False;;;False;False;;Venusaur
194;Double-Edge;31;False;;;False;False;;Venusaur
195;Petal Dance;32;False;;;True;False;;Venusaur
196;Worry Seed;39;False;;;False;False;;Venusaur
197;Synthesis;45;False;;;False;False;;Venusaur
198;SolarBeam;53;False;;22;False;False;;Venusaur
199;Seed Bomb;;True;;;False;False;;Venusaur
200;Cut;;False;01;;False;False;;Venusaur
201;Strength;;False;04;;False;False;;Venusaur
202;Rock Smash;;False;06;;False;False;;Venusaur
203;Rock Climb;;False;08;;False;False;;Venusaur
204;Roar;;False;;05;False;False;;Venusaur
205;Toxic;;False;;06;False;False;;Venusaur
206;Bullet Seed;;False;;09;False;False;;Venusaur
207;Hidden Power;;False;;10;False;False;;Venusaur
208;Sunny Day;;False;;11;False;False;;Venusaur
209;Hyper Beam;;False;;15;False;False;;Venusaur
210;Protect;;False;;17;False;False;;Venusaur
211;Giga Drain;;False;;19;False;False;;Venusaur
212;Frustration;;False;;21;False;False;;Venusaur
213;Earthquake;;False;;26;False;False;;Venusaur
214;Return;;False;;27;False;False;;Venusaur
215;Double Team;;False;;32;False;False;;Venusaur
216;Sludge Bomb;;False;;36;False;False;;Venusaur
217;Facade;;False;;42;False;False;;Venusaur
218;Secret Power;;False;;43;False;False;;Venusaur
219;Rest;;False;;44;False;False;;Venusaur
220;Attract;;False;;45;False;False;;Venusaur
221;Energy Ball;;False;;53;False;False;;Venusaur
222;Endure;;False;;58;False;False;;Venusaur
223;Giga Impact;;False;;68;False;False;;Venusaur
224;Flash;;False;;70;False;False;;Venusaur
225;Swords Dance;;False;;75;False;False;;Venusaur
226;Captivate;;False;;78;False;False;;Venusaur
227;Sleep Talk;;False;;82;False;False;;Venusaur
228;Natural Gift;;False;;83;False;False;;Venusaur
229;Grass Knot;;False;;86;False;False;;Venusaur
230;Swagger;;False;;87;False;False;;Venusaur
231;Substitute;;False;;90;False;False;;Venusaur
232;Amnesia;;False;;;True;False;;Venusaur
233;Charm;;False;;;True;False;;Venusaur
234;Curse;;False;;;True;False;;Venusaur
235;GrassWhistle;;False;;;True;False;;Venusaur
236;Ingrain;;False;;;True;False;;Venusaur
237;Leaf Storm;;False;;;True;False;;Venusaur
238;Light Screen;;False;;;True;False;;Venusaur
239;Magical Leaf;;False;;;True;False;;Venusaur
240;Nature Power;;False;;;True;False;;Venusaur
241;Safeguard;;False;;;True;False;;Venusaur
242;Skull Bash;;False;;;True;False;;Venusaur
243;Frenzy Plant;;False;;;False;True;;Venusaur
244;Tackle;1;False;;;False;False;;Squirtle
245;Tail Whip;4;False;;;False;False;;Squirtle
246;Bubble;7;False;;;False;False;;Squirtle
247;Withdraw;10;False;;;False;False;;Squirtle
248;Water Gun;13;False;;;False;False;;Squirtle
249;Bite;16;False;;;False;False;;Squirtle
250;Rapid Spin;19;False;;;False;False;;Squirtle
251;Protect;22;False;;17;False;False;;Squirtle
252;Water Pulse;25;False;;03;False;False;;Squirtle
253;Aqua Tail;28;False;;;False;False;;Squirtle
254;Skull Bash;31;False;;;False;False;;Squirtle
255;Rain Dance;34;False;;18;False;False;;Squirtle
256;Hydro Pump;37;False;;;False;False;;Squirtle
257;Surf;;False;03;;False;False;;Squirtle
258;Strength;;False;04;;False;False;;Squirtle
259;Rock Smash;;False;06;;False;False;;Squirtle
260;Waterfall;;False;07;;False;False;;Squirtle
261;Focus Punch;;False;;01;False;False;;Squirtle
262;Toxic;;False;;06;False;False;;Squirtle
263;Hail;;False;;07;False;False;;Squirtle
264;Hidden Power;;False;;10;False;False;;Squirtle
265;Ice Beam;;False;;13;False;False;;Squirtle
266;Blizzard;;False;;14;False;False;;Squirtle
267;Frustration;;False;;21;False;False;;Squirtle
268;Iron Tail;;False;;23;False;False;;Squirtle
269;Return;;False;;27;False;False;;Squirtle
270;Dig;;False;;28;False;False;;Squirtle
271;Brick Break;;False;;31;False;False;;Squirtle
272;Double Team;;False;;32;False;False;;Squirtle
273;Rock Tomb;;False;;39;False;False;;Squirtle
274;Facade;;False;;42;False;False;;Squirtle
275;Secret Power;;False;;43;False;False;;Squirtle
276;Rest;;False;;44;False;False;;Squirtle
277;Attract;;False;;45;False;False;;Squirtle
278;Brine;;False;;55;False;False;;Squirtle
279;Fling;;False;;56;False;False;;Squirtle
280;Endure;;False;;58;False;False;;Squirtle
281;Gyro Ball;;False;;74;False;False;;Squirtle
282;Captivate;;False;;78;False;False;;Squirtle
283;Sleep Talk;;False;;82;False;False;;Squirtle
284;Natural Gift;;False;;83;False;False;;Squirtle
285;Swagger;;False;;87;False;False;;Squirtle
286;Substitute;;False;;90;False;False;;Squirtle
287;Aqua Jet;;False;;;True;False;;Squirtle
288;Aqua Ring;;False;;;True;False;;Squirtle
289;Fake Out;;False;;;True;False;;Squirtle
290;Flail;;False;;;True;False;;Squirtle
291;Foresight;;False;;;True;False;;Squirtle
292;Haze;;False;;;True;False;;Squirtle
293;Mirror Coat;;False;;;True;False;;Squirtle
294;Mist;;False;;;True;False;;Squirtle
295;Mud Sport;;False;;;True;False;;Squirtle
296;Muddy Water;;False;;;True;False;;Squirtle
297;Refresh;;False;;;True;False;;Squirtle
298;Yawn;;False;;;True;False;;Squirtle
299;Growl;1;False;;;False;False;;Charmander
300;Scratch;1;False;;;False;False;;Charmander
301;Ember;7;False;;;False;False;;Charmander
302;SmokeScreen;10;False;;;False;False;;Charmander
303;Dragon Rage;16;False;;;False;False;;Charmander
304;Scary Face;19;False;;;False;False;;Charmander
305;Fire Fang;25;False;;;False;False;;Charmander
306;Slash;28;False;;;False;False;;Charmander
307;Flamethrower;34;False;;35;False;False;;Charmander
308;Fire Spin;37;False;;;False;False;;Charmander
309;Cut;;False;01;;False;False;;Charmander
310;Strength;;False;04;;False;False;;Charmander
311;Rock Smash;;False;06;;False;False;;Charmander
312;Focus Punch;;False;;01;False;False;;Charmander
313;Dragon Claw;;False;;02;False;False;;Charmander
314;Toxic;;False;;06;False;False;;Charmander
315;Hidden Power;;False;;10;False;False;;Charmander
316;Sunny Day;;False;;11;False;False;;Charmander
317;Protect;;False;;17;False;False;;Charmander
318;Frustration;;False;;21;False;False;;Charmander
319;Iron Tail;;False;;23;False;False;;Charmander
320;Return;;False;;27;False;False;;Charmander
321;Dig;;False;;28;False;False;;Charmander
322;Brick Break;;False;;31;False;False;;Charmander
323;Double Team;;False;;32;False;False;;Charmander
324;Fire Blast;;False;;38;False;False;;Charmander
325;Rock Tomb;;False;;39;False;False;;Charmander
326;Aerial Ace;;False;;40;False;False;;Charmander
327;Facade;;False;;42;False;False;;Charmander
328;Secret Power;;False;;43;False;False;;Charmander
329;Rest;;False;;44;False;False;;Charmander
330;Attract;;False;;45;False;False;;Charmander
331;Overheat;;False;;50;False;False;;Charmander
332;Fling;;False;;56;False;False;;Charmander
333;Endure;;False;;58;False;False;;Charmander
334;Will-O-Wisp;;False;;61;False;False;;Charmander
335;Shadow Claw;;False;;65;False;False;;Charmander
336;Swords Dance;;False;;75;True;False;;Charmander
337;Captivate;;False;;78;False;False;;Charmander
338;Rock Slide;;False;;80;True;False;;Charmander
339;Sleep Talk;;False;;82;False;False;;Charmander
340;Natural Gift;;False;;83;False;False;;Charmander
341;Swagger;;False;;87;False;False;;Charmander
342;Substitute;;False;;90;False;False;;Charmander
343;AncientPower;;False;;;True;False;;Charmander
344;Beat Up;;False;;;True;False;;Charmander
345;Belly Drum;;False;;;True;False;;Charmander
346;Bite;;False;;;True;False;;Charmander
347;Crunch;;False;;;True;False;;Charmander
348;Dragon Dance;;False;;;True;False;;Charmander
349;Dragon Rush;;False;;;True;False;;Charmander
350;Flare Blitz;;False;;;True;False;;Charmander
351;Metal Claw;;False;;;True;False;;Charmander
352;Outrage;;False;;;True;False;;Charmander
353;Ember;1;False;;;False;False;;Charmeleon
354;Ember;7;False;;;False;False;;Charmeleon
355;Growl;1;False;;;False;False;;Charmeleon
356;Scratch;1;False;;;False;False;;Charmeleon
357;SmokeScreen;10;False;;;False;False;;Charmeleon
358;Dragon Rage;17;False;;;False;False;;Charmeleon
359;Scary Face;21;False;;;False;False;;Charmeleon
360;Fire Fang;28;False;;;False;False;;Charmeleon
361;Slash;32;False;;;False;False;;Charmeleon
362;Flamethrower;39;False;;35;False;False;;Charmeleon
363;Fire Spin;43;False;;;False;False;;Charmeleon
364;Cut;;False;01;;False;False;;Charmeleon
365;Strength;;False;04;;False;False;;Charmeleon
366;Rock Smash;;False;06;;False;False;;Charmeleon
367;Focus Punch;;False;;01;False;False;;Charmeleon
368;Dragon Claw;;False;;02;False;False;;Charmeleon
369;Toxic;;False;;06;False;False;;Charmeleon
370;Hidden Power;;False;;10;False;False;;Charmeleon
371;Sunny Day;;False;;11;False;False;;Charmeleon
372;Protect;;False;;17;False;False;;Charmeleon
373;Frustration;;False;;21;False;False;;Charmeleon
374;Iron Tail;;False;;23;False;False;;Charmeleon
375;Return;;False;;27;False;False;;Charmeleon
376;Dig;;False;;28;False;False;;Charmeleon
377;Brick Break;;False;;31;False;False;;Charmeleon
378;Double Team;;False;;32;False;False;;Charmeleon
379;Fire Blast;;False;;38;False;False;;Charmeleon
380;Rock Tomb;;False;;39;False;False;;Charmeleon
381;Aerial Ace;;False;;40;False;False;;Charmeleon
382;Facade;;False;;42;False;False;;Charmeleon
383;Secret Power;;False;;43;False;False;;Charmeleon
384;Rest;;False;;44;False;False;;Charmeleon
385;Attract;;False;;45;False;False;;Charmeleon
386;Overheat;;False;;50;False;False;;Charmeleon
387;Fling;;False;;56;False;False;;Charmeleon
388;Endure;;False;;58;False;False;;Charmeleon
389;Will-O-Wisp;;False;;61;False;False;;Charmeleon
390;Shadow Claw;;False;;65;False;False;;Charmeleon
391;Swords Dance;;False;;75;True;False;;Charmeleon
392;Captivate;;False;;78;False;False;;Charmeleon
393;Rock Slide;;False;;80;True;False;;Charmeleon
394;Sleep Talk;;False;;82;False;False;;Charmeleon
395;Natural Gift;;False;;83;False;False;;Charmeleon
396;Swagger;;False;;87;False;False;;Charmeleon
397;Substitute;;False;;90;False;False;;Charmeleon
398;AncientPower;;False;;;True;False;;Charmeleon
399;Beat Up;;False;;;True;False;;Charmeleon
400;Belly Drum;;False;;;True;False;;Charmeleon
401;Bite;;False;;;True;False;;Charmeleon
402;Crunch;;False;;;True;False;;Charmeleon
403;Dragon Dance;;False;;;True;False;;Charmeleon
404;Dragon Rush;;False;;;True;False;;Charmeleon
405;Flare Blitz;;False;;;True;False;;Charmeleon
406;Metal Claw;;False;;;True;False;;Charmeleon
407;Outrage;;False;;;True;False;;Charmeleon
408;Bubble;1;False;;;False;False;;Blastoise
409;Bubble;7;False;;;False;False;;Blastoise
410;Flash Cannon;1;False;;91;False;False;;Blastoise
411;Tackle;1;False;;;False;False;;Blastoise
412;Tail Whip;1;False;;;False;False;;Blastoise
413;Tail Whip;4;False;;;False;False;;Blastoise
414;Withdraw;1;False;;;False;False;;Blastoise
415;Withdraw;10;False;;;False;False;;Blastoise
416;Water Gun;13;False;;;False;False;;Blastoise
417;Bite;16;False;;;False;False;;Blastoise
418;Rapid Spin;20;False;;;False;False;;Blastoise
419;Protect;24;False;;17;False;False;;Blastoise
420;Water Pulse;28;False;;03;False;False;;Blastoise
421;Aqua Tail;32;False;;;False;False;;Blastoise
422;Skull Bash;39;False;;;False;False;;Blastoise
423;Rain Dance;46;False;;18;False;False;;Blastoise
424;Hydro Pump;53;False;;;False;False;;Blastoise
425;Surf;;False;03;;False;False;;Blastoise
426;Strength;;False;04;;False;False;;Blastoise
427;Rock Smash;;False;06;;False;False;;Blastoise
428;Waterfall;;False;07;;False;False;;Blastoise
429;Rock Climb;;False;08;;False;False;;Blastoise
430;Focus Punch;;False;;01;False;False;;Blastoise
431;Roar;;False;;05;False;False;;Blastoise
432;Toxic;;False;;06;False;False;;Blastoise
433;Hail;;False;;07;False;False;;Blastoise
434;Hidden Power;;False;;10;False;False;;Blastoise
435;Ice Beam;;False;;13;False;False;;Blastoise
436;Blizzard;;False;;14;False;False;;Blastoise
437;Hyper Beam;;False;;15;False;False;;Blastoise
438;Frustration;;False;;21;False;False;;Blastoise
439;Iron Tail;;False;;23;False;False;;Blastoise
440;Earthquake;;False;;26;False;False;;Blastoise
441;Return;;False;;27;False;False;;Blastoise
442;Dig;;False;;28;False;False;;Blastoise
443;Brick Break;;False;;31;False;False;;Blastoise
444;Double Team;;False;;32;False;False;;Blastoise
445;Rock Tomb;;False;;39;False;False;;Blastoise
446;Facade;;False;;42;False;False;;Blastoise
447;Secret Power;;False;;43;False;False;;Blastoise
448;Rest;;False;;44;False;False;;Blastoise
449;Attract;;False;;45;False;False;;Blastoise
450;Focus Blast;;False;;52;False;False;;Blastoise
451;Brine;;False;;55;False;False;;Blastoise
452;Fling;;False;;56;False;False;;Blastoise
453;Endure;;False;;58;False;False;;Blastoise
454;Giga Impact;;False;;68;False;False;;Blastoise
455;Avalanche;;False;;72;False;False;;Blastoise
456;Gyro Ball;;False;;74;False;False;;Blastoise
457;Captivate;;False;;78;False;False;;Blastoise
458;Rock Slide;;False;;80;False;False;;Blastoise
459;Sleep Talk;;False;;82;False;False;;Blastoise
460;Natural Gift;;False;;83;False;False;;Blastoise
461;Swagger;;False;;87;False;False;;Blastoise
462;Substitute;;False;;90;False;False;;Blastoise
463;Aqua Jet;;False;;;True;False;;Blastoise
464;Aqua Ring;;False;;;True;False;;Blastoise
465;Fake Out;;False;;;True;False;;Blastoise
466;Flail;;False;;;True;False;;Blastoise
467;Foresight;;False;;;True;False;;Blastoise
468;Haze;;False;;;True;False;;Blastoise
469;Mirror Coat;;False;;;True;False;;Blastoise
470;Mist;;False;;;True;False;;Blastoise
471;Mud Sport;;False;;;True;False;;Blastoise
472;Muddy Water;;False;;;True;False;;Blastoise
473;Refresh;;False;;;True;False;;Blastoise
474;Yawn;;False;;;True;False;;Blastoise
475;Hydro Cannon;;False;;;False;True;;Blastoise
476;Bubble;1;False;;;False;False;;Wartortle
477;Bubble;7;False;;;False;False;;Wartortle
478;Tackle;1;False;;;False;False;;Wartortle
479;Tail Whip;1;False;;;False;False;;Wartortle
480;Tail Whip;4;False;;;False;False;;Wartortle
481;Withdraw;10;False;;;False;False;;Wartortle
482;Water Gun;13;False;;;False;False;;Wartortle
483;Bite;16;False;;;False;False;;Wartortle
484;Rapid Spin;20;False;;;False;False;;Wartortle
485;Protect;24;False;;17;False;False;;Wartortle
486;Water Pulse;28;False;;03;False;False;;Wartortle
487;Aqua Tail;32;False;;;False;False;;Wartortle
488;Skull Bash;36;False;;;False;False;;Wartortle
489;Rain Dance;40;False;;18;False;False;;Wartortle
490;Hydro Pump;44;False;;;False;False;;Wartortle
491;Surf;;False;03;;False;False;;Wartortle
492;Strength;;False;04;;False;False;;Wartortle
493;Rock Smash;;False;06;;False;False;;Wartortle
494;Waterfall;;False;07;;False;False;;Wartortle
495;Focus Punch;;False;;01;False;False;;Wartortle
496;Toxic;;False;;06;False;False;;Wartortle
497;Hail;;False;;07;False;False;;Wartortle
498;Hidden Power;;False;;10;False;False;;Wartortle
499;Ice Beam;;False;;13;False;False;;Wartortle
500;Blizzard;;False;;14;False;False;;Wartortle
501;Frustration;;False;;21;False;False;;Wartortle
502;Iron Tail;;False;;23;False;False;;Wartortle
503;Return;;False;;27;False;False;;Wartortle
504;Dig;;False;;28;False;False;;Wartortle
505;Brick Break;;False;;31;False;False;;Wartortle
506;Double Team;;False;;32;False;False;;Wartortle
507;Rock Tomb;;False;;39;False;False;;Wartortle
508;Facade;;False;;42;False;False;;Wartortle
509;Secret Power;;False;;43;False;False;;Wartortle
510;Rest;;False;;44;False;False;;Wartortle
511;Attract;;False;;45;False;False;;Wartortle
512;Brine;;False;;55;False;False;;Wartortle
513;Fling;;False;;56;False;False;;Wartortle
514;Endure;;False;;58;False;False;;Wartortle
515;Gyro Ball;;False;;74;False;False;;Wartortle
516;Captivate;;False;;78;False;False;;Wartortle
517;Sleep Talk;;False;;82;False;False;;Wartortle
518;Natural Gift;;False;;83;False;False;;Wartortle
519;Swagger;;False;;87;False;False;;Wartortle
520;Substitute;;False;;90;False;False;;Wartortle
521;Aqua Jet;;False;;;True;False;;Wartortle
522;Aqua Ring;;False;;;True;False;;Wartortle
523;Fake Out;;False;;;True;False;;Wartortle
524;Flail;;False;;;True;False;;Wartortle
525;Foresight;;False;;;True;False;;Wartortle
526;Haze;;False;;;True;False;;Wartortle
527;Mirror Coat;;False;;;True;False;;Wartortle
528;Mist;;False;;;True;False;;Wartortle
529;Mud Sport;;False;;;True;False;;Wartortle
530;Muddy Water;;False;;;True;False;;Wartortle
531;Refresh;;False;;;True;False;;Wartortle
532;Yawn;;False;;;True;False;;Wartortle
533;String Shot;1;False;;;False;False;;Caterpie
534;Tackle;1;False;;;False;False;;Caterpie
535;Harden;1;False;;;False;False;;Metapod
536;Harden;7;False;;;False;False;;Metapod
537;String Shot;;True;;;False;False;;Metapod
538;Tackle;;True;;;False;False;;Metapod
539;Confusion;1;False;;;False;False;;Butterfree
540;Confusion;10;False;;;False;False;;Butterfree
541;PoisonPowder;12;False;;;False;False;;Butterfree
542;Sleep Powder;12;False;;;False;False;;Butterfree
543;Stun Spore;12;False;;;False;False;;Butterfree
544;Gust;16;False;;;False;False;;Butterfree
545;Supersonic;18;False;;;False;False;;Butterfree
546;Whirlwind;22;False;;;False;False;;Butterfree
547;Psybeam;24;False;;;False;False;;Butterfree
548;Silver Wind;28;False;;62;False;False;;Butterfree
549;Tailwind;30;False;;;False;False;;Butterfree
550;Safeguard;34;False;;20;False;False;;Butterfree
551;Captivate;36;False;;78;False;False;;Butterfree
552;Bug Buzz;40;False;;;False;False;;Butterfree
553;Harden;;True;;;False;False;;Butterfree
554;String Shot;;True;;;False;False;;Butterfree
555;Tackle;;True;;;False;False;;Butterfree
556;Defog;;False;05;;False;False;;Butterfree
557;Toxic;;False;;06;False;False;;Butterfree
