;Move;Lvl;PreEvol;HM;TM;Egg;Tutor;TR;Pokemon
58;Ember;7;False;;;False;False;;Charizard
59;Growl;1;False;;;False;False;;Charizard
60;Scratch;1;False;;;False;False;;Charizard
61;Shadow Claw;1;False;;65;False;False;;Charizard
62;SmokeScreen;1;False;;;False;False;;Charizard
63;SmokeScreen;10;False;;;False;False;;Charizard
64;Dragon Rage;17;False;;;False;False;;Charizard
65;Scary Face;21;False;;;False;False;;Charizard
66;Fire Fang;28;False;;;False;False;;Charizard
67;Flame Burst;32;False;;;False;False;;Charizard
68;Wing Attack;36;False;;;False;False;;Charizard
69;Slash;41;False;;;False;False;;Charizard
70;Flamethrower;47;False;;35;False;False;;Charizard
71;Fire Spin;56;False;;;False;False;;Charizard
72;Inferno;62;False;;;False;False;;Charizard
73;Heat Wave;71;False;;;False;False;;Charizard
74;Flare Blitz;77;False;;;True;False;;Charizard
75;Cut;;False;01;;False;False;;Charizard
76;Fly;;False;02;;False;False;;Charizard
77;Strength;;False;04;;False;False;;Charizard
78;Hone Claws;;False;;01;False;False;;Charizard
79;Roar;;False;;05;False;False;;Charizard
80;Toxic;;False;;06;False;False;;Charizard
81;Hidden Power;;False;;10;False;False;;Charizard
82;Sunny Day;;False;;11;False;False;;Charizard
83;Hyper Beam;;False;;15;False;False;;Charizard
84;Protect;;False;;17;False;False;;Charizard
85;Frustration;;False;;21;False;False;;Charizard
86;SolarBeam;;False;;22;False;False;;Charizard
87;Earthquake;;False;;26;False;False;;Charizard
88;Return;;False;;27;False;False;;Charizard
89;Dig;;False;;28;False;False;;Charizard
90;Brick Break;;False;;31;False;False;;Charizard
91;Double Team;;False;;32;False;False;;Charizard
92;Fire Blast;;False;;38;False;False;;Charizard
93;Rock Tomb;;False;;39;False;False;;Charizard
94;Aerial Ace;;False;;40;False;False;;Charizard
95;Facade;;False;;42;False;False;;Charizard
96;Flame Charge;;False;;43;False;False;;Charizard
97;Rest;;False;;44;False;False;;Charizard
98;Attract;;False;;45;False;False;;Charizard
99;Round;;False;;48;False;False;;Charizard
100;Echoed Voice;;False;;49;False;False;;Charizard
101;Overheat;;False;;50;False;False;;Charizard
102;Focus Blast;;False;;52;False;False;;Charizard
103;Fling;;False;;56;False;False;;Charizard
104;Sky Drop;;False;;58;False;False;;Charizard
105;Incinerate;;False;;59;False;False;;Charizard
106;Will-O-Wisp;;False;;61;False;False;;Charizard
107;Giga Impact;;False;;68;False;False;;Charizard
108;Swords Dance;;False;;75;False;False;;Charizard
109;Bulldoze;;False;;78;False;False;;Charizard
110;Rock Slide;;False;;80;False;False;;Charizard
111;Dragon Tail;;False;;82;False;False;;Charizard
112;Swagger;;False;;87;False;False;;Charizard
113;Substitute;;False;;90;False;False;;Charizard
114;Rock Smash;;False;;94;False;False;;Charizard
115;AncientPower;;False;;;True;False;;Charizard
116;Beat Up;;False;;;True;False;;Charizard
117;Belly Drum;;False;;;True;False;;Charizard
118;Bite;;False;;;True;False;;Charizard
119;Counter;;False;;;True;False;;Charizard
120;Crunch;;False;;;True;False;;Charizard
121;Dragon Dance;;False;;;True;False;;Charizard
122;Dragon Pulse;;False;;;True;False;;Charizard
123;Dragon Rush;;False;;;True;False;;Charizard
124;Focus Punch;;False;;;True;False;;Charizard
125;Metal Claw;;False;;;True;False;;Charizard
126;Outrage;;False;;;True;False;;Charizard
127;Blast Burn;;False;;;False;True;;Charizard
128;Fire Pledge;;False;;;False;True;;Charizard
129;Growl;1;False;;;False;False;;Ivysaur
130;Growl;3;False;;;False;False;;Ivysaur
131;Leech Seed;1;False;;;False;False;;Ivysaur
132;Leech Seed;7;False;;;False;False;;Ivysaur
133;Tackle;1;False;;;False;False;;Ivysaur
134;Vine Whip;9;False;;;False;False;;Ivysaur
135;PoisonPowder;13;False;;;False;False;;Ivysaur
136;Sleep Powder;13;False;;;False;False;;Ivysaur
137;Take Down;15;False;;;False;False;;Ivysaur
138;Razor Leaf;20;False;;;False;False;;Ivysaur
139;Sweet Scent;23;False;;;False;False;;Ivysaur
140;Growth;28;False;;;False;False;;Ivysaur
141;Double-Edge;31;False;;;False;False;;Ivysaur
142;Worry Seed;36;False;;;False;False;;Ivysaur
143;Synthesis;39;False;;;False;False;;Ivysaur
144;SolarBeam;44;False;;22;False;False;;Ivysaur
145;Seed Bomb;;True;;;False;False;;Ivysaur
146;Cut;;False;01;;False;False;;Ivysaur
147;Strength;;False;04;;False;False;;Ivysaur
148;Toxic;;False;;06;False;False;;Ivysaur
149;Venoshock;;False;;09;False;False;;Ivysaur
150;Hidden Power;;False;;10;False;False;;Ivysaur
151;Sunny Day;;False;;11;False;False;;Ivysaur
152;Light Screen;;False;;16;False;False;;Ivysaur
153;Protect;;False;;17;False;False;;Ivysaur
154;Safeguard;;False;;20;False;False;;Ivysaur
155;Frustration;;False;;21;False;False;;Ivysaur
156;Return;;False;;27;False;False;;Ivysaur
157;Double Team;;False;;32;False;False;;Ivysaur
158;Sludge Bomb;;False;;36;False;False;;Ivysaur
159;Facade;;False;;42;False;False;;Ivysaur
160;Rest;;False;;44;False;False;;Ivysaur
161;Attract;;False;;45;False;False;;Ivysaur
162;Round;;False;;48;False;False;;Ivysaur
163;Echoed Voice;;False;;49;False;False;;Ivysaur
164;Energy Ball;;False;;53;False;False;;Ivysaur
165;Flash;;False;;70;False;False;;Ivysaur
166;Swords Dance;;False;;75;False;False;;Ivysaur
167;Grass Knot;;False;;86;False;False;;Ivysaur
168;Swagger;;False;;87;False;False;;Ivysaur
169;Substitute;;False;;90;False;False;;Ivysaur
170;Rock Smash;;False;;94;False;False;;Ivysaur
171;Amnesia;;False;;;True;False;;Ivysaur
172;Charm;;False;;;True;False;;Ivysaur
173;Curse;;False;;;True;False;;Ivysaur
174;Endure;;False;;;True;False;;Ivysaur
175;Giga Drain;;False;;;True;False;;Ivysaur
176;GrassWhistle;;False;;;True;False;;Ivysaur
177;Ingrain;;False;;;True;False;;Ivysaur
178;Leaf Storm;;False;;;True;False;;Ivysaur
179;Magical Leaf;;False;;;True;False;;Ivysaur
180;Nature Power;;False;;;True;False;;Ivysaur
181;Petal Dance;;False;;;True;False;;Ivysaur
182;Power Whip;;False;;;True;False;;Ivysaur
183;Skull Bash;;False;;;True;False;;Ivysaur
184;Sludge;;False;;;True;False;;Ivysaur
185;Grass Pledge;;False;;;False;True;;Ivysaur
186;Growl;1;False;;;False;False;;Venusaur
187;Growl;3;False;;;False;False;;Venusaur
188;Leech Seed;1;False;;;False;False;;Venusaur
189;Leech Seed;7;False;;;False;False;;Venusaur
190;Tackle;1;False;;;False;False;;Venusaur
191;Vine Whip;1;False;;;False;False;;Venusaur
192;Vine Whip;9;False;;;False;False;;Venusaur
193;PoisonPowder;13;False;;;False;False;;Venusaur
194;Sleep Powder;13;False;;;False;False;;Venusaur
195;Take Down;15;False;;;False;False;;Venusaur
196;Razor Leaf;20;False;;;False;False;;Venusaur
197;Sweet Scent;23;False;;;False;False;;Venusaur
198;Growth;28;False;;;False;False;;Venusaur
199;Double-Edge;31;False;;;False;False;;Venusaur
200;Petal Dance;32;False;;;True;False;;Venusaur
201;Worry Seed;39;False;;;False;False;;Venusaur
202;Synthesis;45;False;;;False;False;;Venusaur
203;SolarBeam;53;False;;22;False;False;;Venusaur
204;Seed Bomb;;True;;;False;False;;Venusaur
205;Cut;;False;01;;False;False;;Venusaur
206;Strength;;False;04;;False;False;;Venusaur
207;Roar;;False;;05;False;False;;Venusaur
208;Toxic;;False;;06;False;False;;Venusaur
209;Venoshock;;False;;09;False;False;;Venusaur
210;Hidden Power;;False;;10;False;False;;Venusaur
211;Sunny Day;;False;;11;False;False;;Venusaur
212;Hyper Beam;;False;;15;False;False;;Venusaur
213;Light Screen;;False;;16;False;False;;Venusaur
214;Protect;;False;;17;False;False;;Venusaur
215;Safeguard;;False;;20;False;False;;Venusaur
216;Frustration;;False;;21;False;False;;Venusaur
217;Earthquake;;False;;26;False;False;;Venusaur
218;Return;;False;;27;False;False;;Venusaur
219;Double Team;;False;;32;False;False;;Venusaur
220;Sludge Bomb;;False;;36;False;False;;Venusaur
221;Facade;;False;;42;False;False;;Venusaur
222;Rest;;False;;44;False;False;;Venusaur
223;Attract;;False;;45;False;False;;Venusaur
224;Round;;False;;48;False;False;;Venusaur
225;Echoed Voice;;False;;49;False;False;;Venusaur
226;Energy Ball;;False;;53;False;False;;Venusaur
227;Giga Impact;;False;;68;False;False;;Venusaur
228;Flash;;False;;70;False;False;;Venusaur
229;Swords Dance;;False;;75;False;False;;Venusaur
230;Bulldoze;;False;;78;False;False;;Venusaur
231;Grass Knot;;False;;86;False;False;;Venusaur
232;Swagger;;False;;87;False;False;;Venusaur
233;Substitute;;False;;90;False;False;;Venusaur
234;Rock Smash;;False;;94;False;False;;Venusaur
235;Amnesia;;False;;;True;False;;Venusaur
236;Charm;;False;;;True;False;;Venusaur
237;Curse;;False;;;True;False;;Venusaur
238;Endure;;False;;;True;False;;Venusaur
239;Giga Drain;;False;;;True;False;;Venusaur
240;GrassWhistle;;False;;;True;False;;Venusaur
241;Ingrain;;False;;;True;False;;Venusaur
242;Leaf Storm;;False;;;True;False;;Venusaur
243;Magical Leaf;;False;;;True;False;;Venusaur
244;Nature Power;;False;;;True;False;;Venusaur
245;Power Whip;;False;;;True;False;;Venusaur
246;Skull Bash;;False;;;True;False;;Venusaur
247;Sludge;;False;;;True;False;;Venusaur
248;Frenzy Plant;;False;;;False;True;;Venusaur
249;Grass Pledge;;False;;;False;True;;Venusaur
250;Tackle;1;False;;;False;False;;Squirtle
251;Tail Whip;4;False;;;False;False;;Squirtle
252;Bubble;7;False;;;False;False;;Squirtle
253;Withdraw;10;False;;;False;False;;Squirtle
254;Water Gun;13;False;;;False;False;;Squirtle
255;Bite;16;False;;;False;False;;Squirtle
256;Rapid Spin;19;False;;;False;False;;Squirtle
257;Protect;22;False;;17;False;False;;Squirtle
258;Water Pulse;25;False;;;False;False;;Squirtle
259;Aqua Tail;28;False;;;False;False;;Squirtle
260;Skull Bash;31;False;;;False;False;;Squirtle
261;Iron Defense;34;False;;;False;False;;Squirtle
262;Rain Dance;37;False;;18;False;False;;Squirtle
263;Hydro Pump;40;False;;;False;False;;Squirtle
264;Surf;;False;03;;False;False;;Squirtle
265;Strength;;False;04;;False;False;;Squirtle
266;Waterfall;;False;05;;False;False;;Squirtle
267;Dive;;False;06;;False;False;;Squirtle
268;Toxic;;False;;06;False;False;;Squirtle
269;Hail;;False;;07;False;False;;Squirtle
270;Hidden Power;;False;;10;False;False;;Squirtle
271;Ice Beam;;False;;13;False;False;;Squirtle
272;Blizzard;;False;;14;False;False;;Squirtle
273;Frustration;;False;;21;False;False;;Squirtle
274;Return;;False;;27;False;False;;Squirtle
275;Dig;;False;;28;False;False;;Squirtle
276;Brick Break;;False;;31;False;False;;Squirtle
277;Double Team;;False;;32;False;False;;Squirtle
278;Rock Tomb;;False;;39;False;False;;Squirtle
279;Facade;;False;;42;False;False;;Squirtle
280;Rest;;False;;44;False;False;;Squirtle
281;Attract;;False;;45;False;False;;Squirtle
282;Round;;False;;48;False;False;;Squirtle
283;Scald;;False;;55;False;False;;Squirtle
284;Fling;;False;;56;False;False;;Squirtle
285;Gyro Ball;;False;;74;False;False;;Squirtle
286;Swagger;;False;;87;False;False;;Squirtle
287;Substitute;;False;;90;False;False;;Squirtle
288;Rock Smash;;False;;94;False;False;;Squirtle
289;Aqua Jet;;False;;;True;False;;Squirtle
290;Aqua Ring;;False;;;True;False;;Squirtle
291;Brine;;False;;;True;False;;Squirtle
292;Fake Out;;False;;;True;False;;Squirtle
293;Flail;;False;;;True;False;;Squirtle
294;Foresight;;False;;;True;False;;Squirtle
295;Haze;;False;;;True;False;;Squirtle
296;Mirror Coat;;False;;;True;False;;Squirtle
297;Mist;;False;;;True;False;;Squirtle
298;Mud Sport;;False;;;True;False;;Squirtle
299;Muddy Water;;False;;;True;False;;Squirtle
300;Refresh;;False;;;True;False;;Squirtle
301;Water Spout;;False;;;True;False;;Squirtle
302;Yawn;;False;;;True;False;;Squirtle
303;Water Pledge;;False;;;False;True;;Squirtle
304;Growl;1;False;;;False;False;;Charmander
305;Scratch;1;False;;;False;False;;Charmander
306;Ember;7;False;;;False;False;;Charmander
307;SmokeScreen;10;False;;;False;False;;Charmander
308;Dragon Rage;16;False;;;False;False;;Charmander
309;Scary Face;19;False;;;False;False;;Charmander
310;Fire Fang;25;False;;;False;False;;Charmander
311;Flame Burst;28;False;;;False;False;;Charmander
312;Slash;34;False;;;False;False;;Charmander
313;Flamethrower;37;False;;35;False;False;;Charmander
314;Fire Spin;43;False;;;False;False;;Charmander
315;Inferno;46;False;;;False;False;;Charmander
316;Cut;;False;01;;False;False;;Charmander
317;Strength;;False;04;;False;False;;Charmander
318;Hone Claws;;False;;01;False;False;;Charmander
319;Dragon Claw;;False;;02;False;False;;Charmander
320;Toxic;;False;;06;False;False;;Charmander
321;Hidden Power;;False;;10;False;False;;Charmander
322;Sunny Day;;False;;11;False;False;;Charmander
323;Protect;;False;;17;False;False;;Charmander
324;Frustration;;False;;21;False;False;;Charmander
325;Return;;False;;27;False;False;;Charmander
326;Dig;;False;;28;False;False;;Charmander
327;Brick Break;;False;;31;False;False;;Charmander
328;Double Team;;False;;32;False;False;;Charmander
329;Fire Blast;;False;;38;False;False;;Charmander
330;Rock Tomb;;False;;39;False;False;;Charmander
331;Aerial Ace;;False;;40;False;False;;Charmander
332;Facade;;False;;42;False;False;;Charmander
333;Flame Charge;;False;;43;False;False;;Charmander
334;Rest;;False;;44;False;False;;Charmander
335;Attract;;False;;45;False;False;;Charmander
336;Round;;False;;48;False;False;;Charmander
337;Echoed Voice;;False;;49;False;False;;Charmander
338;Overheat;;False;;50;False;False;;Charmander
339;Fling;;False;;56;False;False;;Charmander
340;Incinerate;;False;;59;False;False;;Charmander
341;Will-O-Wisp;;False;;61;False;False;;Charmander
342;Shadow Claw;;False;;65;False;False;;Charmander
343;Swords Dance;;False;;75;False;False;;Charmander
344;Rock Slide;;False;;80;False;False;;Charmander
345;Swagger;;False;;87;False;False;;Charmander
346;Substitute;;False;;90;False;False;;Charmander
347;Rock Smash;;False;;94;False;False;;Charmander
348;AncientPower;;False;;;True;False;;Charmander
349;Beat Up;;False;;;True;False;;Charmander
350;Belly Drum;;False;;;True;False;;Charmander
351;Bite;;False;;;True;False;;Charmander
352;Counter;;False;;;True;False;;Charmander
353;Crunch;;False;;;True;False;;Charmander
354;Dragon Dance;;False;;;True;False;;Charmander
355;Dragon Pulse;;False;;;True;False;;Charmander
356;Dragon Rush;;False;;;True;False;;Charmander
357;Flare Blitz;;False;;;True;False;;Charmander
358;Focus Punch;;False;;;True;False;;Charmander
359;Metal Claw;;False;;;True;False;;Charmander
360;Outrage;;False;;;True;False;;Charmander
361;Fire Pledge;;False;;;False;True;;Charmander
362;Bubble;1;False;;;False;False;;Wartortle
363;Bubble;7;False;;;False;False;;Wartortle
364;Tackle;1;False;;;False;False;;Wartortle
365;Tail Whip;1;False;;;False;False;;Wartortle
366;Tail Whip;4;False;;;False;False;;Wartortle
367;Withdraw;10;False;;;False;False;;Wartortle
368;Water Gun;13;False;;;False;False;;Wartortle
369;Bite;16;False;;;False;False;;Wartortle
370;Rapid Spin;20;False;;;False;False;;Wartortle
371;Protect;24;False;;17;False;False;;Wartortle
372;Water Pulse;28;False;;;False;False;;Wartortle
373;Aqua Tail;32;False;;;False;False;;Wartortle
374;Skull Bash;36;False;;;False;False;;Wartortle
375;Iron Defense;40;False;;;False;False;;Wartortle
376;Rain Dance;44;False;;18;False;False;;Wartortle
377;Hydro Pump;48;False;;;False;False;;Wartortle
378;Surf;;False;03;;False;False;;Wartortle
379;Strength;;False;04;;False;False;;Wartortle
380;Waterfall;;False;05;;False;False;;Wartortle
381;Dive;;False;06;;False;False;;Wartortle
382;Toxic;;False;;06;False;False;;Wartortle
383;Hail;;False;;07;False;False;;Wartortle
384;Hidden Power;;False;;10;False;False;;Wartortle
385;Ice Beam;;False;;13;False;False;;Wartortle
386;Blizzard;;False;;14;False;False;;Wartortle
387;Frustration;;False;;21;False;False;;Wartortle
388;Return;;False;;27;False;False;;Wartortle
389;Dig;;False;;28;False;False;;Wartortle
390;Brick Break;;False;;31;False;False;;Wartortle
391;Double Team;;False;;32;False;False;;Wartortle
392;Rock Tomb;;False;;39;False;False;;Wartortle
393;Facade;;False;;42;False;False;;Wartortle
394;Rest;;False;;44;False;False;;Wartortle
395;Attract;;False;;45;False;False;;Wartortle
396;Round;;False;;48;False;False;;Wartortle
397;Scald;;False;;55;False;False;;Wartortle
398;Fling;;False;;56;False;False;;Wartortle
399;Gyro Ball;;False;;74;False;False;;Wartortle
400;Swagger;;False;;87;False;False;;Wartortle
401;Substitute;;False;;90;False;False;;Wartortle
402;Rock Smash;;False;;94;False;False;;Wartortle
403;Aqua Jet;;False;;;True;False;;Wartortle
404;Aqua Ring;;False;;;True;False;;Wartortle
405;Brine;;False;;;True;False;;Wartortle
406;Fake Out;;False;;;True;False;;Wartortle
407;Flail;;False;;;True;False;;Wartortle
408;Foresight;;False;;;True;False;;Wartortle
409;Haze;;False;;;True;False;;Wartortle
410;Mirror Coat;;False;;;True;False;;Wartortle
411;Mist;;False;;;True;False;;Wartortle
412;Mud Sport;;False;;;True;False;;Wartortle
413;Muddy Water;;False;;;True;False;;Wartortle
414;Refresh;;False;;;True;False;;Wartortle
415;Water Spout;;False;;;True;False;;Wartortle
416;Yawn;;False;;;True;False;;Wartortle
417;Water Pledge;;False;;;False;True;;Wartortle
418;Ember;1;False;;;False;False;;Charmeleon
419;Ember;7;False;;;False;False;;Charmeleon
420;Growl;1;False;;;False;False;;Charmeleon
421;Scratch;1;False;;;False;False;;Charmeleon
422;SmokeScreen;10;False;;;False;False;;Charmeleon
423;Dragon Rage;17;False;;;False;False;;Charmeleon
424;Scary Face;21;False;;;False;False;;Charmeleon
425;Fire Fang;28;False;;;False;False;;Charmeleon
426;Flame Burst;32;False;;;False;False;;Charmeleon
427;Slash;39;False;;;False;False;;Charmeleon
428;Flamethrower;43;False;;35;False;False;;Charmeleon
429;Fire Spin;50;False;;;False;False;;Charmeleon
430;Inferno;54;False;;;False;False;;Charmeleon
431;Cut;;False;01;;False;False;;Charmeleon
432;Strength;;False;04;;False;False;;Charmeleon
433;Hone Claws;;False;;01;False;False;;Charmeleon
434;Dragon Claw;;False;;02;False;False;;Charmeleon
435;Toxic;;False;;06;False;False;;Charmeleon
436;Hidden Power;;False;;10;False;False;;Charmeleon
437;Sunny Day;;False;;11;False;False;;Charmeleon
438;Protect;;False;;17;False;False;;Charmeleon
439;Frustration;;False;;21;False;False;;Charmeleon
440;Return;;False;;27;False;False;;Charmeleon
441;Dig;;False;;28;False;False;;Charmeleon
442;Brick Break;;False;;31;False;False;;Charmeleon
443;Double Team;;False;;32;False;False;;Charmeleon
444;Fire Blast;;False;;38;False;False;;Charmeleon
445;Rock Tomb;;False;;39;False;False;;Charmeleon
446;Aerial Ace;;False;;40;False;False;;Charmeleon
447;Facade;;False;;42;False;False;;Charmeleon
448;Flame Charge;;False;;43;False;False;;Charmeleon
449;Rest;;False;;44;False;False;;Charmeleon
450;Attract;;False;;45;False;False;;Charmeleon
451;Round;;False;;48;False;False;;Charmeleon
452;Echoed Voice;;False;;49;False;False;;Charmeleon
453;Overheat;;False;;50;False;False;;Charmeleon
454;Fling;;False;;56;False;False;;Charmeleon
455;Incinerate;;False;;59;False;False;;Charmeleon
456;Will-O-Wisp;;False;;61;False;False;;Charmeleon
457;Shadow Claw;;False;;65;False;False;;Charmeleon
458;Swords Dance;;False;;75;False;False;;Charmeleon
459;Rock Slide;;False;;80;False;False;;Charmeleon
460;Swagger;;False;;87;False;False;;Charmeleon
461;Substitute;;False;;90;False;False;;Charmeleon
462;Rock Smash;;False;;94;False;False;;Charmeleon
463;AncientPower;;False;;;True;False;;Charmeleon
464;Beat Up;;False;;;True;False;;Charmeleon
465;Belly Drum;;False;;;True;False;;Charmeleon
466;Bite;;False;;;True;False;;Charmeleon
467;Counter;;False;;;True;False;;Charmeleon
468;Crunch;;False;;;True;False;;Charmeleon
469;Dragon Dance;;False;;;True;False;;Charmeleon
470;Dragon Pulse;;False;;;True;False;;Charmeleon
471;Dragon Rush;;False;;;True;False;;Charmeleon
472;Flare Blitz;;False;;;True;False;;Charmeleon
473;Focus Punch;;False;;;True;False;;Charmeleon
474;Metal Claw;;False;;;True;False;;Charmeleon
475;Outrage;;False;;;True;False;;Charmeleon
476;Fire Pledge;;False;;;False;True;;Charmeleon
477;Bubble;1;False;;;False;False;;Blastoise
478;Bubble;7;False;;;False;False;;Blastoise
479;Flash Cannon;1;False;;91;False;False;;Blastoise
480;Tackle;1;False;;;False;False;;Blastoise
481;Tail Whip;1;False;;;False;False;;Blastoise
482;Tail Whip;4;False;;;False;False;;Blastoise
483;Withdraw;1;False;;;False;False;;Blastoise
484;Withdraw;10;False;;;False;False;;Blastoise
485;Water Gun;13;False;;;False;False;;Blastoise
486;Bite;16;False;;;False;False;;Blastoise
487;Rapid Spin;20;False;;;False;False;;Blastoise
488;Protect;24;False;;17;False;False;;Blastoise
489;Water Pulse;28;False;;;False;False;;Blastoise
490;Aqua Tail;32;False;;;False;False;;Blastoise
491;Skull Bash;39;False;;;False;False;;Blastoise
492;Iron Defense;46;False;;;False;False;;Blastoise
493;Rain Dance;53;False;;18;False;False;;Blastoise
494;Hydro Pump;60;False;;;False;False;;Blastoise
495;Surf;;False;03;;False;False;;Blastoise
496;Strength;;False;04;;False;False;;Blastoise
497;Waterfall;;False;05;;False;False;;Blastoise
498;Dive;;False;06;;False;False;;Blastoise
499;Roar;;False;;05;False;False;;Blastoise
500;Toxic;;False;;06;False;False;;Blastoise
501;Hail;;False;;07;False;False;;Blastoise
502;Hidden Power;;False;;10;False;False;;Blastoise
503;Ice Beam;;False;;13;False;False;;Blastoise
504;Blizzard;;False;;14;False;False;;Blastoise
505;Hyper Beam;;False;;15;False;False;;Blastoise
506;Frustration;;False;;21;False;False;;Blastoise
507;Smack Down;;False;;23;False;False;;Blastoise
508;Earthquake;;False;;26;False;False;;Blastoise
509;Return;;False;;27;False;False;;Blastoise
510;Dig;;False;;28;False;False;;Blastoise
511;Brick Break;;False;;31;False;False;;Blastoise
512;Double Team;;False;;32;False;False;;Blastoise
513;Rock Tomb;;False;;39;False;False;;Blastoise
514;Facade;;False;;42;False;False;;Blastoise
515;Rest;;False;;44;False;False;;Blastoise
516;Attract;;False;;45;False;False;;Blastoise
517;Round;;False;;48;False;False;;Blastoise
518;Focus Blast;;False;;52;False;False;;Blastoise
519;Scald;;False;;55;False;False;;Blastoise
520;Fling;;False;;56;False;False;;Blastoise
521;Giga Impact;;False;;68;False;False;;Blastoise
522;Gyro Ball;;False;;74;False;False;;Blastoise
523;Bulldoze;;False;;78;False;False;;Blastoise
524;Rock Slide;;False;;80;False;False;;Blastoise
525;Dragon Tail;;False;;82;False;False;;Blastoise
526;Swagger;;False;;87;False;False;;Blastoise
527;Substitute;;False;;90;False;False;;Blastoise
528;Rock Smash;;False;;94;False;False;;Blastoise
529;Aqua Jet;;False;;;True;False;;Blastoise
530;Aqua Ring;;False;;;True;False;;Blastoise
531;Brine;;False;;;True;False;;Blastoise
532;Fake Out;;False;;;True;False;;Blastoise
533;Flail;;False;;;True;False;;Blastoise
534;Foresight;;False;;;True;False;;Blastoise
535;Haze;;False;;;True;False;;Blastoise
536;Mirror Coat;;False;;;True;False;;Blastoise
537;Mist;;False;;;True;False;;Blastoise
538;Mud Sport;;False;;;True;False;;Blastoise
539;Muddy Water;;False;;;True;False;;Blastoise
540;Refresh;;False;;;True;False;;Blastoise
541;Water Spout;;False;;;True;False;;Blastoise
542;Yawn;;False;;;True;False;;Blastoise
543;Hydro Cannon;;False;;;False;True;;Blastoise
544;Water Pledge;;False;;;False;True;;Blastoise
545;String Shot;1;False;;;False;False;;Caterpie
546;Tackle;1;False;;;False;False;;Caterpie
547;Bug Bite;15;False;;;False;False;;Caterpie
548;Harden;1;False;;;False;False;;Metapod
549;Harden;7;False;;;False;False;;Metapod
550;Bug Bite;;True;;;False;False;;Metapod
551;String Shot;;True;;;False;False;;Metapod
552;Tackle;;True;;;False;False;;Metapod
553;Confusion;1;False;;;False;False;;Butterfree
554;Confusion;10;False;;;False;False;;Butterfree
555;PoisonPowder;12;False;;;False;False;;Butterfree
556;Sleep Powder;12;False;;;False;False;;Butterfree
557;Stun Spore;12;False;;;False;False;;Butterfree
558;Gust;16;False;;;False;False;;Butterfree
559;Supersonic;18;False;;;False;False;;Butterfree
