;Move;Lvl;PreEvol;HM;TM;Egg;Tutor;TR;Pokemon
198;DragonBreath;;False;;24;False;False;;Charmander
199;Return;;False;;27;False;False;;Charmander
200;Dig;;False;;28;False;False;;Charmander
201;Mud-Slap;;False;;31;False;False;;Charmander
202;Double Team;;False;;32;False;False;;Charmander
203;Swagger;;False;;34;False;False;;Charmander
204;Sleep Talk;;False;;35;False;False;;Charmander
205;Fire Blast;;False;;38;False;False;;Charmander
206;Swift;;False;;39;False;False;;Charmander
207;Defense Curl;;False;;40;False;False;;Charmander
208;Rest;;False;;44;False;False;;Charmander
209;Attract;;False;;45;False;False;;Charmander
210;Fire Punch;;False;;48;False;False;;Charmander
211;Fury Cutter;;False;;49;False;False;;Charmander
212;AncientPower;;False;;;True;False;;Charmander
213;Beat Up;;False;;;True;False;;Charmander
214;Belly Drum;;False;;;True;False;;Charmander
215;Bite;;False;;;True;False;;Charmander
216;Outrage;;False;;;True;False;;Charmander
217;Rock Slide;;False;;;True;False;;Charmander
218;Tackle;1;False;;;False;False;;Squirtle
219;Tail Whip;4;False;;;False;False;;Squirtle
220;Bubble;7;False;;;False;False;;Squirtle
221;Withdraw;10;False;;;False;False;;Squirtle
222;Water Gun;13;False;;;False;False;;Squirtle
223;Bite;18;False;;;False;False;;Squirtle
224;Rapid Spin;23;False;;;False;False;;Squirtle
225;Protect;28;False;;17;False;False;;Squirtle
226;Rain Dance;33;False;;18;False;False;;Squirtle
227;Skull Bash;40;False;;;False;False;;Squirtle
228;Hydro Pump;47;False;;;False;False;;Squirtle
229;Surf;;False;03;;False;False;;Squirtle
230;Strength;;False;04;;False;False;;Squirtle
231;Whirlpool;;False;06;;False;False;;Squirtle
232;Waterfall;;False;07;;False;False;;Squirtle
233;DynamicPunch;;False;;01;False;False;;Squirtle
234;Headbutt;;False;;02;False;False;;Squirtle
235;Curse;;False;;03;False;False;;Squirtle
236;Rollout;;False;;04;False;False;;Squirtle
237;Toxic;;False;;06;False;False;;Squirtle
238;Rock Smash;;False;;08;False;False;;Squirtle
239;Hidden Power;;False;;10;False;False;;Squirtle
240;Snore;;False;;13;False;False;;Squirtle
241;Blizzard;;False;;14;False;False;;Squirtle
242;Icy Wind;;False;;16;False;False;;Squirtle
243;Endure;;False;;20;False;False;;Squirtle
244;Frustration;;False;;21;False;False;;Squirtle
245;Iron Tail;;False;;23;False;False;;Squirtle
246;Return;;False;;27;False;False;;Squirtle
247;Dig;;False;;28;False;False;;Squirtle
248;Mud-Slap;;False;;31;False;False;;Squirtle
249;Double Team;;False;;32;False;False;;Squirtle
250;Ice Punch;;False;;33;False;False;;Squirtle
251;Swagger;;False;;34;False;False;;Squirtle
252;Sleep Talk;;False;;35;False;False;;Squirtle
253;Defense Curl;;False;;40;False;False;;Squirtle
254;Rest;;False;;44;False;False;;Squirtle
255;Attract;;False;;45;False;False;;Squirtle
256;Confusion;;False;;;True;False;;Squirtle
257;Flail;;False;;;True;False;;Squirtle
258;Foresight;;False;;;True;False;;Squirtle
259;Haze;;False;;;True;False;;Squirtle
260;Mirror Coat;;False;;;True;False;;Squirtle
261;Mist;;False;;;True;False;;Squirtle
262;Bubble;1;False;;;False;False;;Blastoise
263;Bubble;7;False;;;False;False;;Blastoise
264;Tackle;1;False;;;False;False;;Blastoise
265;Tail Whip;1;False;;;False;False;;Blastoise
266;Tail Whip;4;False;;;False;False;;Blastoise
267;Withdraw;1;False;;;False;False;;Blastoise
268;Withdraw;10;False;;;False;False;;Blastoise
269;Water Gun;13;False;;;False;False;;Blastoise
270;Bite;19;False;;;False;False;;Blastoise
271;Rapid Spin;25;False;;;False;False;;Blastoise
272;Protect;31;False;;17;False;False;;Blastoise
273;Rain Dance;42;False;;18;False;False;;Blastoise
274;Skull Bash;55;False;;;False;False;;Blastoise
275;Hydro Pump;68;False;;;False;False;;Blastoise
276;Surf;;False;03;;False;False;;Blastoise
277;Strength;;False;04;;False;False;;Blastoise
278;Whirlpool;;False;06;;False;False;;Blastoise
279;Waterfall;;False;07;;False;False;;Blastoise
280;DynamicPunch;;False;;01;False;False;;Blastoise
281;Headbutt;;False;;02;False;False;;Blastoise
282;Curse;;False;;03;False;False;;Blastoise
283;Rollout;;False;;04;False;False;;Blastoise
284;Roar;;False;;05;False;False;;Blastoise
285;Toxic;;False;;06;False;False;;Blastoise
286;Rock Smash;;False;;08;False;False;;Blastoise
287;Hidden Power;;False;;10;False;False;;Blastoise
288;Snore;;False;;13;False;False;;Blastoise
289;Blizzard;;False;;14;False;False;;Blastoise
290;Hyper Beam;;False;;15;False;False;;Blastoise
291;Icy Wind;;False;;16;False;False;;Blastoise
292;Endure;;False;;20;False;False;;Blastoise
293;Frustration;;False;;21;False;False;;Blastoise
294;Iron Tail;;False;;23;False;False;;Blastoise
295;Earthquake;;False;;26;False;False;;Blastoise
296;Return;;False;;27;False;False;;Blastoise
297;Dig;;False;;28;False;False;;Blastoise
298;Mud-Slap;;False;;31;False;False;;Blastoise
299;Double Team;;False;;32;False;False;;Blastoise
300;Ice Punch;;False;;33;False;False;;Blastoise
301;Swagger;;False;;34;False;False;;Blastoise
302;Sleep Talk;;False;;35;False;False;;Blastoise
303;Defense Curl;;False;;40;False;False;;Blastoise
304;Rest;;False;;44;False;False;;Blastoise
305;Attract;;False;;45;False;False;;Blastoise
306;Confusion;;False;;;True;False;;Blastoise
307;Flail;;False;;;True;False;;Blastoise
308;Foresight;;False;;;True;False;;Blastoise
309;Haze;;False;;;True;False;;Blastoise
310;Mirror Coat;;False;;;True;False;;Blastoise
311;Mist;;False;;;True;False;;Blastoise
312;Bubble;1;False;;;False;False;;Wartortle
313;Bubble;7;False;;;False;False;;Wartortle
314;Tackle;1;False;;;False;False;;Wartortle
315;Tail Whip;1;False;;;False;False;;Wartortle
316;Tail Whip;4;False;;;False;False;;Wartortle
317;Withdraw;10;False;;;False;False;;Wartortle
318;Water Gun;13;False;;;False;False;;Wartortle
319;Bite;19;False;;;False;False;;Wartortle
320;Rapid Spin;25;False;;;False;False;;Wartortle
321;Protect;31;False;;17;False;False;;Wartortle
322;Rain Dance;37;False;;18;False;False;;Wartortle
323;Skull Bash;45;False;;;False;False;;Wartortle
324;Hydro Pump;53;False;;;False;False;;Wartortle
325;Surf;;False;03;;False;False;;Wartortle
326;Strength;;False;04;;False;False;;Wartortle
327;Whirlpool;;False;06;;False;False;;Wartortle
328;Waterfall;;False;07;;False;False;;Wartortle
329;DynamicPunch;;False;;01;False;False;;Wartortle
330;Headbutt;;False;;02;False;False;;Wartortle
331;Curse;;False;;03;False;False;;Wartortle
332;Rollout;;False;;04;False;False;;Wartortle
333;Toxic;;False;;06;False;False;;Wartortle
334;Rock Smash;;False;;08;False;False;;Wartortle
335;Hidden Power;;False;;10;False;False;;Wartortle
336;Snore;;False;;13;False;False;;Wartortle
337;Blizzard;;False;;14;False;False;;Wartortle
338;Icy Wind;;False;;16;False;False;;Wartortle
339;Endure;;False;;20;False;False;;Wartortle
340;Frustration;;False;;21;False;False;;Wartortle
341;Iron Tail;;False;;23;False;False;;Wartortle
342;Return;;False;;27;False;False;;Wartortle
343;Dig;;False;;28;False;False;;Wartortle
344;Mud-Slap;;False;;31;False;False;;Wartortle
345;Double Team;;False;;32;False;False;;Wartortle
346;Ice Punch;;False;;33;False;False;;Wartortle
347;Swagger;;False;;34;False;False;;Wartortle
348;Sleep Talk;;False;;35;False;False;;Wartortle
349;Defense Curl;;False;;40;False;False;;Wartortle
350;Rest;;False;;44;False;False;;Wartortle
351;Attract;;False;;45;False;False;;Wartortle
352;Confusion;;False;;;True;False;;Wartortle
353;Flail;;False;;;True;False;;Wartortle
354;Foresight;;False;;;True;False;;Wartortle
355;Haze;;False;;;True;False;;Wartortle
356;Mirror Coat;;False;;;True;False;;Wartortle
357;Mist;;False;;;True;False;;Wartortle
358;Ember;1;False;;;False;False;;Charmeleon
359;Ember;7;False;;;False;False;;Charmeleon
360;Growl;1;False;;;False;False;;Charmeleon
361;Scratch;1;False;;;False;False;;Charmeleon
362;SmokeScreen;13;False;;;False;False;;Charmeleon
363;Rage;20;False;;;False;False;;Charmeleon
364;Scary Face;27;False;;;False;False;;Charmeleon
365;Flamethrower;34;False;;;False;False;;Charmeleon
366;Slash;41;False;;;False;False;;Charmeleon
367;Dragon Rage;48;False;;;False;False;;Charmeleon
368;Fire Spin;55;False;;;False;False;;Charmeleon
369;Cut;;False;01;;False;False;;Charmeleon
370;Strength;;False;04;;False;False;;Charmeleon
371;DynamicPunch;;False;;01;False;False;;Charmeleon
372;Headbutt;;False;;02;False;False;;Charmeleon
373;Curse;;False;;03;False;False;;Charmeleon
374;Toxic;;False;;06;False;False;;Charmeleon
375;Rock Smash;;False;;08;False;False;;Charmeleon
376;Hidden Power;;False;;10;False;False;;Charmeleon
377;Sunny Day;;False;;11;False;False;;Charmeleon
378;Snore;;False;;13;False;False;;Charmeleon
379;Protect;;False;;17;False;False;;Charmeleon
380;Endure;;False;;20;False;False;;Charmeleon
381;Frustration;;False;;21;False;False;;Charmeleon
382;Iron Tail;;False;;23;False;False;;Charmeleon
383;DragonBreath;;False;;24;False;False;;Charmeleon
384;Return;;False;;27;False;False;;Charmeleon
385;Dig;;False;;28;False;False;;Charmeleon
386;Mud-Slap;;False;;31;False;False;;Charmeleon
387;Double Team;;False;;32;False;False;;Charmeleon
388;Swagger;;False;;34;False;False;;Charmeleon
389;Sleep Talk;;False;;35;False;False;;Charmeleon
390;Fire Blast;;False;;38;False;False;;Charmeleon
391;Swift;;False;;39;False;False;;Charmeleon
392;Defense Curl;;False;;40;False;False;;Charmeleon
393;Rest;;False;;44;False;False;;Charmeleon
394;Attract;;False;;45;False;False;;Charmeleon
395;Fire Punch;;False;;48;False;False;;Charmeleon
396;Fury Cutter;;False;;49;False;False;;Charmeleon
397;AncientPower;;False;;;True;False;;Charmeleon
398;Beat Up;;False;;;True;False;;Charmeleon
399;Belly Drum;;False;;;True;False;;Charmeleon
400;Bite;;False;;;True;False;;Charmeleon
401;Outrage;;False;;;True;False;;Charmeleon
402;Rock Slide;;False;;;True;False;;Charmeleon
403;String Shot;1;False;;;False;False;;Caterpie
404;Tackle;1;False;;;False;False;;Caterpie
405;Harden;1;False;;;False;False;;Metapod
406;Harden;7;False;;;False;False;;Metapod
407;String Shot;;True;;;False;False;;Metapod
408;Tackle;;True;;;False;False;;Metapod
409;Confusion;1;False;;;False;False;;Butterfree
410;Confusion;10;False;;;False;False;;Butterfree
411;PoisonPowder;13;False;;;False;False;;Butterfree
412;Stun Spore;14;False;;;False;False;;Butterfree
413;Sleep Powder;15;False;;;False;False;;Butterfree
414;Supersonic;18;False;;;False;False;;Butterfree
415;Whirlwind;23;False;;;False;False;;Butterfree
416;Gust;28;False;;;False;False;;Butterfree
417;Psybeam;34;False;;;False;False;;Butterfree
418;Safeguard;40;False;;;False;False;;Butterfree
419;Harden;;True;;;False;False;;Butterfree
420;String Shot;;True;;;False;False;;Butterfree
421;Tackle;;True;;;False;False;;Butterfree
422;Flash;;False;05;;False;False;;Butterfree
423;Curse;;False;;03;False;False;;Butterfree
424;Toxic;;False;;06;False;False;;Butterfree
425;Hidden Power;;False;;10;False;False;;Butterfree
426;Sunny Day;;False;;11;False;False;;Butterfree
427;Sweet Scent;;False;;12;False;False;;Butterfree
428;Snore;;False;;13;False;False;;Butterfree
429;Hyper Beam;;False;;15;False;False;;Butterfree
430;Protect;;False;;17;False;False;;Butterfree
431;Giga Drain;;False;;19;False;False;;Butterfree
432;Endure;;False;;20;False;False;;Butterfree
433;Frustration;;False;;21;False;False;;Butterfree
434;SolarBeam;;False;;22;False;False;;Butterfree
435;Return;;False;;27;False;False;;Butterfree
436;Psychic;;False;;29;False;False;;Butterfree
437;Double Team;;False;;32;False;False;;Butterfree
438;Swagger;;False;;34;False;False;;Butterfree
439;Sleep Talk;;False;;35;False;False;;Butterfree
440;Swift;;False;;39;False;False;;Butterfree
441;Rest;;False;;44;False;False;;Butterfree
442;Attract;;False;;45;False;False;;Butterfree
443;Nightmare;;False;;50;False;False;;Butterfree
444;Harden;1;False;;;False;False;;Kakuna
445;Harden;7;False;;;False;False;;Kakuna
446;Poison Sting;;True;;;False;False;;Kakuna
447;String Shot;;True;;;False;False;;Kakuna
448;Fury Attack;1;False;;;False;False;;Beedrill
449;Fury Attack;10;False;;;False;False;;Beedrill
450;Focus Energy;15;False;;;False;False;;Beedrill
451;Twineedle;20;False;;;False;False;;Beedrill
452;Rage;25;False;;;False;False;;Beedrill
453;Pursuit;30;False;;;False;False;;Beedrill
454;Pin Missile;35;False;;;False;False;;Beedrill
455;Agility;40;False;;;False;False;;Beedrill
456;Harden;;True;;;False;False;;Beedrill
457;Poison Sting;;True;;;False;False;;Beedrill
458;String Shot;;True;;;False;False;;Beedrill
459;Cut;;False;01;;False;False;;Beedrill
460;Curse;;False;;03;False;False;;Beedrill
461;Toxic;;False;;06;False;False;;Beedrill
462;Hidden Power;;False;;10;False;False;;Beedrill
463;Sunny Day;;False;;11;False;False;;Beedrill
464;Sweet Scent;;False;;12;False;False;;Beedrill
465;Snore;;False;;13;False;False;;Beedrill
466;Hyper Beam;;False;;15;False;False;;Beedrill
467;Protect;;False;;17;False;False;;Beedrill
468;Giga Drain;;False;;19;False;False;;Beedrill
469;Endure;;False;;20;False;False;;Beedrill
470;Frustration;;False;;21;False;False;;Beedrill
471;Return;;False;;27;False;False;;Beedrill
472;Double Team;;False;;32;False;False;;Beedrill
473;Swagger;;False;;34;False;False;;Beedrill
474;Sleep Talk;;False;;35;False;False;;Beedrill
475;Sludge Bomb;;False;;36;False;False;;Beedrill
476;Swift;;False;;39;False;False;;Beedrill
477;Rest;;False;;44;False;False;;Beedrill
478;Attract;;False;;45;False;False;;Beedrill
479;Fury Cutter;;False;;49;False;False;;Beedrill
480;Poison Sting;1;False;;;False;False;;Weedle
481;String Shot;1;False;;;False;False;;Weedle
482;Tackle;1;False;;;False;False;;Pidgey
483;Sand-Attack;5;False;;;False;False;;Pidgey
484;Gust;9;False;;;False;False;;Pidgey
485;Quick Attack;15;False;;;False;False;;Pidgey
486;Whirlwind;21;False;;;False;False;;Pidgey
487;Wing Attack;29;False;;;False;False;;Pidgey
488;Agility;37;False;;;False;False;;Pidgey
489;Mirror Move;47;False;;;False;False;;Pidgey
490;Fly;;False;02;;False;False;;Pidgey
491;Curse;;False;;03;False;False;;Pidgey
492;Toxic;;False;;06;False;False;;Pidgey
493;Hidden Power;;False;;10;False;False;;Pidgey
494;Sunny Day;;False;;11;False;False;;Pidgey
495;Snore;;False;;13;False;False;;Pidgey
496;Protect;;False;;17;False;False;;Pidgey
497;Endure;;False;;20;False;False;;Pidgey
498;Frustration;;False;;21;False;False;;Pidgey
499;Return;;False;;27;False;False;;Pidgey
500;Mud-Slap;;False;;31;False;False;;Pidgey
501;Double Team;;False;;32;False;False;;Pidgey
502;Swagger;;False;;34;False;False;;Pidgey
503;Sleep Talk;;False;;35;False;False;;Pidgey
504;Swift;;False;;39;False;False;;Pidgey
505;Detect;;False;;43;False;False;;Pidgey
506;Rest;;False;;44;False;False;;Pidgey
507;Attract;;False;;45;False;False;;Pidgey
508;Thief;;False;;46;False;False;;Pidgey
509;Steel Wing;;False;;47;True;False;;Pidgey
510;Faint Attack;;False;;;True;False;;Pidgey
511;Foresight;;False;;;True;False;;Pidgey
512;Pursuit;;False;;;True;False;;Pidgey
513;Gust;1;False;;;False;False;;Pidgeotto
514;Gust;9;False;;;False;False;;Pidgeotto
515;Sand-Attack;1;False;;;False;False;;Pidgeotto
516;Sand-Attack;5;False;;;False;False;;Pidgeotto
517;Tackle;1;False;;;False;False;;Pidgeotto
518;Quick Attack;15;False;;;False;False;;Pidgeotto
519;Whirlwind;23;False;;;False;False;;Pidgeotto
520;Wing Attack;33;False;;;False;False;;Pidgeotto
521;Agility;43;False;;;False;False;;Pidgeotto
522;Mirror Move;55;False;;;False;False;;Pidgeotto
523;Fly;;False;02;;False;False;;Pidgeotto
524;Curse;;False;;03;False;False;;Pidgeotto
525;Toxic;;False;;06;False;False;;Pidgeotto
526;Hidden Power;;False;;10;False;False;;Pidgeotto
527;Sunny Day;;False;;11;False;False;;Pidgeotto
528;Snore;;False;;13;False;False;;Pidgeotto
529;Protect;;False;;17;False;False;;Pidgeotto
530;Endure;;False;;20;False;False;;Pidgeotto
531;Frustration;;False;;21;False;False;;Pidgeotto
532;Return;;False;;27;False;False;;Pidgeotto
533;Mud-Slap;;False;;31;False;False;;Pidgeotto
534;Double Team;;False;;32;False;False;;Pidgeotto
535;Swagger;;False;;34;False;False;;Pidgeotto
536;Sleep Talk;;False;;35;False;False;;Pidgeotto
537;Swift;;False;;39;False;False;;Pidgeotto
538;Detect;;False;;43;False;False;;Pidgeotto
539;Rest;;False;;44;False;False;;Pidgeotto
540;Attract;;False;;45;False;False;;Pidgeotto
541;Thief;;False;;46;False;False;;Pidgeotto
542;Steel Wing;;False;;47;True;False;;Pidgeotto
543;Faint Attack;;False;;;True;False;;Pidgeotto
544;Foresight;;False;;;True;False;;Pidgeotto
545;Pursuit;;False;;;True;False;;Pidgeotto
546;Gust;1;False;;;False;False;;Pidgeot
547;Gust;9;False;;;False;False;;Pidgeot
548;Quick Attack;1;False;;;False;False;;Pidgeot
549;Quick Attack;15;False;;;False;False;;Pidgeot
550;Sand-Attack;1;False;;;False;False;;Pidgeot
551;Sand-Attack;5;False;;;False;False;;Pidgeot
552;Tackle;1;False;;;False;False;;Pidgeot
553;Whirlwind;23;False;;;False;False;;Pidgeot
554;Wing Attack;33;False;;;False;False;;Pidgeot
555;Agility;46;False;;;False;False;;Pidgeot
556;Mirror Move;61;False;;;False;False;;Pidgeot
557;Fly;;False;02;;False;False;;Pidgeot
558;Curse;;False;;03;False;False;;Pidgeot
559;Toxic;;False;;06;False;False;;Pidgeot
560;Hidden Power;;False;;10;False;False;;Pidgeot
