;Move;Lvl;PreEvol;HM;TM;Egg;Tutor;TR;Pokemon
56;Leech Seed;9;False;;;False;False;;Ivysaur
57;Razor Leaf;12;False;;;False;False;;Ivysaur
58;Poison Powder;15;False;;;False;False;;Ivysaur
59;Sleep Powder;15;False;;;False;False;;Ivysaur
60;Seed Bomb;20;False;;;False;False;59;Ivysaur
61;Take Down;25;False;;;False;False;;Ivysaur
62;Sweet Scent;30;False;;;False;False;;Ivysaur
63;Synthesis;35;False;;;False;False;;Ivysaur
64;Worry Seed;40;False;;;False;False;;Ivysaur
65;Double-Edge;45;False;;;False;False;;Ivysaur
66;Solar Beam;50;False;;11;False;False;;Ivysaur
67;Magical Leaf;;False;;10;False;False;;Ivysaur
68;Light Screen;;False;;17;False;False;;Ivysaur
69;Safeguard;;False;;19;False;False;;Ivysaur
70;Rest;;False;;21;False;False;;Ivysaur
71;Snore;;False;;24;False;False;;Ivysaur
72;Protect;;False;;25;False;False;;Ivysaur
73;Giga Drain;;False;;28;False;False;;Ivysaur
74;Charm;;False;;29;False;False;;Ivysaur
75;Attract;;False;;31;False;False;;Ivysaur
76;Sunny Day;;False;;34;False;False;;Ivysaur
77;Facade;;False;;39;False;False;;Ivysaur
78;Helping Hand;;False;;41;False;False;;Ivysaur
79;Weather Ball;;False;;46;False;False;;Ivysaur
80;Bullet Seed;;False;;50;False;False;;Ivysaur
81;Venoshock;;False;;74;False;False;;Ivysaur
82;Round;;False;;76;False;False;;Ivysaur
83;Grassy Terrain;;False;;88;False;False;;Ivysaur
84;False Swipe;;False;;94;False;False;;Ivysaur
85;Curse;;False;;;True;False;;Ivysaur
86;Ingrain;;False;;;True;False;;Ivysaur
87;Nature Power;;False;;;True;False;;Ivysaur
88;Petal Dance;;False;;;True;False;;Ivysaur
89;Skull Bash;;False;;;True;False;;Ivysaur
90;Toxic;;False;;;True;False;;Ivysaur
91;Grassy Glide;;False;;;False;True;;Ivysaur
92;Swords Dance;;False;;;False;False;00;Ivysaur
93;Body Slam;;False;;;False;False;01;Ivysaur
94;Amnesia;;False;;;False;False;17;Ivysaur
95;Substitute;;False;;;False;False;20;Ivysaur
96;Sludge Bomb;;False;;;False;False;22;Ivysaur
97;Endure;;False;;;False;False;26;Ivysaur
98;Sleep Talk;;False;;;False;False;27;Ivysaur
99;Energy Ball;;False;;;False;False;65;Ivysaur
100;Leaf Storm;;False;;;False;False;71;Ivysaur
101;Power Whip;;False;;;False;False;72;Ivysaur
102;Grass Knot;;False;;;False;False;77;Ivysaur
103;Work Up;;False;;;False;False;85;Ivysaur
104;Growl;1;False;;;False;False;;Venusaur
105;Growth;1;False;;;False;False;;Venusaur
106;Petal Blizzard;1;False;;;False;False;;Venusaur
107;Petal Dance;1;False;;;True;False;;Venusaur
108;Tackle;1;False;;;False;False;;Venusaur
109;Vine Whip;1;False;;;False;False;;Venusaur
110;Leech Seed;9;False;;;False;False;;Venusaur
111;Razor Leaf;12;False;;;False;False;;Venusaur
112;Poison Powder;15;False;;;False;False;;Venusaur
113;Sleep Powder;15;False;;;False;False;;Venusaur
114;Seed Bomb;20;False;;;False;False;59;Venusaur
115;Take Down;25;False;;;False;False;;Venusaur
116;Sweet Scent;30;False;;;False;False;;Venusaur
117;Synthesis;37;False;;;False;False;;Venusaur
118;Worry Seed;44;False;;;False;False;;Venusaur
119;Double-Edge;51;False;;;False;False;;Venusaur
120;Solar Beam;58;False;;11;False;False;;Venusaur
121;Hyper Beam;;False;;08;False;False;;Venusaur
122;Giga Impact;;False;;09;False;False;;Venusaur
123;Magical Leaf;;False;;10;False;False;;Venusaur
124;Light Screen;;False;;17;False;False;;Venusaur
125;Safeguard;;False;;19;False;False;;Venusaur
126;Rest;;False;;21;False;False;;Venusaur
127;Snore;;False;;24;False;False;;Venusaur
128;Protect;;False;;25;False;False;;Venusaur
129;Giga Drain;;False;;28;False;False;;Venusaur
130;Charm;;False;;29;False;False;;Venusaur
131;Attract;;False;;31;False;False;;Venusaur
132;Sunny Day;;False;;34;False;False;;Venusaur
133;Facade;;False;;39;False;False;;Venusaur
134;Helping Hand;;False;;41;False;False;;Venusaur
135;Weather Ball;;False;;46;False;False;;Venusaur
136;Bullet Seed;;False;;50;False;False;;Venusaur
137;Venoshock;;False;;74;False;False;;Venusaur
138;Round;;False;;76;False;False;;Venusaur
139;Bulldoze;;False;;81;False;False;;Venusaur
140;Grassy Terrain;;False;;88;False;False;;Venusaur
141;False Swipe;;False;;94;False;False;;Venusaur
142;Stomping Tantrum;;False;;98;False;False;;Venusaur
143;Curse;;False;;;True;False;;Venusaur
144;Ingrain;;False;;;True;False;;Venusaur
145;Nature Power;;False;;;True;False;;Venusaur
146;Skull Bash;;False;;;True;False;;Venusaur
147;Toxic;;False;;;True;False;;Venusaur
148;Grassy Glide;;False;;;False;True;;Venusaur
149;Terrain Pulse;;False;;;False;True;;Venusaur
150;Swords Dance;;False;;;False;False;00;Venusaur
151;Body Slam;;False;;;False;False;01;Venusaur
152;Earthquake;;False;;;False;False;10;Venusaur
153;Amnesia;;False;;;False;False;17;Venusaur
154;Substitute;;False;;;False;False;20;Venusaur
155;Sludge Bomb;;False;;;False;False;22;Venusaur
156;Outrage;;False;;;False;False;24;Venusaur
157;Endure;;False;;;False;False;26;Venusaur
158;Sleep Talk;;False;;;False;False;27;Venusaur
159;Energy Ball;;False;;;False;False;65;Venusaur
160;Earth Power;;False;;;False;False;67;Venusaur
161;Leaf Storm;;False;;;False;False;71;Venusaur
162;Power Whip;;False;;;False;False;72;Venusaur
163;Grass Knot;;False;;;False;False;77;Venusaur
164;Work Up;;False;;;False;False;85;Venusaur
165;Growl;1;False;;;False;False;;Charmander
166;Scratch;1;False;;;False;False;;Charmander
167;Ember;4;False;;;False;False;;Charmander
168;Smokescreen;8;False;;;False;False;;Charmander
169;Dragon Breath;12;False;;;False;False;;Charmander
170;Fire Fang;17;False;;68;False;False;;Charmander
171;Slash;20;False;;;False;False;;Charmander
172;Flamethrower;24;False;;;False;False;02;Charmander
173;Scary Face;28;False;;26;False;False;;Charmander
174;Fire Spin;32;False;;13;False;False;;Charmander
175;Inferno;36;False;;;False;False;;Charmander
176;Flare Blitz;40;False;;;False;False;55;Charmander
177;Mega Punch;;False;;00;False;False;;Charmander
178;Mega Kick;;False;;01;False;False;;Charmander
179;Fire Punch;;False;;03;False;False;;Charmander
180;Thunder Punch;;False;;05;False;False;;Charmander
181;Dig;;False;;15;False;False;;Charmander
182;Rest;;False;;21;False;False;;Charmander
183;Rock Slide;;False;;22;False;False;;Charmander
184;Snore;;False;;24;False;False;;Charmander
185;Protect;;False;;25;False;False;;Charmander
186;Attract;;False;;31;False;False;;Charmander
187;Sunny Day;;False;;34;False;False;;Charmander
188;Beat Up;;False;;37;False;False;;Charmander
189;Will-O-Wisp;;False;;38;False;False;;Charmander
190;Facade;;False;;39;False;False;;Charmander
191;Swift;;False;;40;False;False;;Charmander
192;Helping Hand;;False;;41;False;False;;Charmander
193;Brick Break;;False;;43;False;False;;Charmander
194;Weather Ball;;False;;46;False;False;;Charmander
195;Rock Tomb;;False;;48;False;False;;Charmander
196;Fling;;False;;59;False;False;;Charmander
197;Shadow Claw;;False;;65;False;False;;Charmander
198;Round;;False;;76;False;False;;Charmander
199;Acrobatics;;False;;78;False;False;;Charmander
200;False Swipe;;False;;94;False;False;;Charmander
201;Ancient Power;;False;;;True;False;;Charmander
202;Belly Drum;;False;;;True;False;;Charmander
203;Bite;;False;;;True;False;;Charmander
204;Counter;;False;;;True;False;;Charmander
205;Dragon Rush;;False;;;True;False;;Charmander
206;Dragon Tail;;False;;;True;False;;Charmander
207;Metal Claw;;False;;;True;False;;Charmander
208;Wing Attack;;False;;;True;False;;Charmander
209;Swords Dance;;False;;;False;False;00;Charmander
210;Body Slam;;False;;;False;False;01;Charmander
211;Fire Blast;;False;;;False;False;15;Charmander
212;Substitute;;False;;;False;False;20;Charmander
213;Outrage;;False;;;False;False;24;Charmander
214;Endure;;False;;;False;False;26;Charmander
215;Sleep Talk;;False;;;False;False;27;Charmander
216;Iron Tail;;False;;;False;False;31;Charmander
217;Crunch;;False;;;False;False;32;Charmander
218;Heat Wave;;False;;;False;False;36;Charmander
219;Overheat;;False;;;False;False;43;Charmander
220;Dragon Claw;;False;;;False;False;47;Charmander
221;Dragon Dance;;False;;;False;False;51;Charmander
222;Dragon Pulse;;False;;;False;False;62;Charmander
223;Work Up;;False;;;False;False;85;Charmander
224;Tackle;1;False;;;False;False;;Squirtle
225;Tail Whip;1;False;;;False;False;;Squirtle
226;Water Gun;3;False;;;False;False;;Squirtle
227;Withdraw;6;False;;;False;False;;Squirtle
228;Rapid Spin;9;False;;;False;False;;Squirtle
229;Bite;12;False;;;False;False;;Squirtle
230;Water Pulse;15;False;;;False;False;;Squirtle
231;Protect;18;False;;25;False;False;;Squirtle
232;Rain Dance;21;False;;33;False;False;;Squirtle
233;Aqua Tail;24;False;;;False;False;;Squirtle
234;Shell Smash;27;False;;;False;False;;Squirtle
235;Iron Defense;30;False;;;False;False;46;Squirtle
236;Hydro Pump;33;False;;;False;False;03;Squirtle
237;Skull Bash;36;False;;;False;False;;Squirtle
238;Mega Punch;;False;;00;False;False;;Squirtle
239;Mega Kick;;False;;01;False;False;;Squirtle
240;Ice Punch;;False;;04;False;False;;Squirtle
241;Dig;;False;;15;False;False;;Squirtle
242;Rest;;False;;21;False;False;;Squirtle
243;Snore;;False;;24;False;False;;Squirtle
244;Icy Wind;;False;;27;False;False;;Squirtle
245;Attract;;False;;31;False;False;;Squirtle
246;Hail;;False;;35;False;False;;Squirtle
247;Whirlpool;;False;;36;False;False;;Squirtle
248;Facade;;False;;39;False;False;;Squirtle
249;Helping Hand;;False;;41;False;False;;Squirtle
250;Brick Break;;False;;43;False;False;;Squirtle
251;Dive;;False;;45;False;False;;Squirtle
252;Weather Ball;;False;;46;False;False;;Squirtle
253;Rock Tomb;;False;;48;False;False;;Squirtle
254;Brine;;False;;55;False;False;;Squirtle
255;Fling;;False;;59;False;False;;Squirtle
256;Round;;False;;76;False;False;;Squirtle
257;False Swipe;;False;;94;False;False;;Squirtle
258;Aqua Jet;;False;;;True;False;;Squirtle
259;Aqua Ring;;False;;;True;False;;Squirtle
260;Fake Out;;False;;;True;False;;Squirtle
261;Flail;;False;;;True;False;;Squirtle
262;Haze;;False;;;True;False;;Squirtle
263;Life Dew;;False;;;True;False;;Squirtle
264;Mirror Coat;;False;;;True;False;;Squirtle
265;Mist;;False;;;True;False;;Squirtle
266;Water Spout;;False;;;True;False;;Squirtle
267;Yawn;;False;;;True;False;;Squirtle
268;Flip Turn;;False;;;False;True;;Squirtle
269;Body Slam;;False;;;False;False;01;Squirtle
270;Surf;;False;;;False;False;04;Squirtle
271;Ice Beam;;False;;;False;False;05;Squirtle
272;Blizzard;;False;;;False;False;06;Squirtle
273;Waterfall;;False;;;False;False;16;Squirtle
274;Substitute;;False;;;False;False;20;Squirtle
275;Endure;;False;;;False;False;26;Squirtle
276;Sleep Talk;;False;;;False;False;27;Squirtle
277;Iron Tail;;False;;;False;False;31;Squirtle
278;Muddy Water;;False;;;False;False;45;Squirtle
279;Gyro Ball;;False;;;False;False;52;Squirtle
280;Aura Sphere;;False;;;False;False;56;Squirtle
281;Dragon Pulse;;False;;;False;False;62;Squirtle
282;Zen Headbutt;;False;;;False;False;69;Squirtle
283;Scald;;False;;;False;False;84;Squirtle
284;Work Up;;False;;;False;False;85;Squirtle
285;Ember;1;False;;;False;False;;Charmeleon
286;Growl;1;False;;;False;False;;Charmeleon
287;Scratch;1;False;;;False;False;;Charmeleon
288;Smokescreen;1;False;;;False;False;;Charmeleon
289;Dragon Breath;12;False;;;False;False;;Charmeleon
290;Fire Fang;19;False;;68;False;False;;Charmeleon
291;Slash;24;False;;;False;False;;Charmeleon
292;Flamethrower;30;False;;;False;False;02;Charmeleon
293;Scary Face;37;False;;26;False;False;;Charmeleon
294;Fire Spin;42;False;;13;False;False;;Charmeleon
295;Inferno;48;False;;;False;False;;Charmeleon
296;Flare Blitz;54;False;;;False;False;55;Charmeleon
297;Mega Punch;;False;;00;False;False;;Charmeleon
298;Mega Kick;;False;;01;False;False;;Charmeleon
299;Fire Punch;;False;;03;False;False;;Charmeleon
300;Thunder Punch;;False;;05;False;False;;Charmeleon
301;Dig;;False;;15;False;False;;Charmeleon
302;Rest;;False;;21;False;False;;Charmeleon
303;Rock Slide;;False;;22;False;False;;Charmeleon
304;Snore;;False;;24;False;False;;Charmeleon
305;Protect;;False;;25;False;False;;Charmeleon
306;Attract;;False;;31;False;False;;Charmeleon
307;Sunny Day;;False;;34;False;False;;Charmeleon
308;Beat Up;;False;;37;False;False;;Charmeleon
309;Will-O-Wisp;;False;;38;False;False;;Charmeleon
310;Facade;;False;;39;False;False;;Charmeleon
311;Swift;;False;;40;False;False;;Charmeleon
312;Helping Hand;;False;;41;False;False;;Charmeleon
313;Brick Break;;False;;43;False;False;;Charmeleon
314;Weather Ball;;False;;46;False;False;;Charmeleon
315;Rock Tomb;;False;;48;False;False;;Charmeleon
316;Fling;;False;;59;False;False;;Charmeleon
317;Shadow Claw;;False;;65;False;False;;Charmeleon
318;Round;;False;;76;False;False;;Charmeleon
319;Acrobatics;;False;;78;False;False;;Charmeleon
320;False Swipe;;False;;94;False;False;;Charmeleon
321;Ancient Power;;False;;;True;False;;Charmeleon
322;Belly Drum;;False;;;True;False;;Charmeleon
323;Bite;;False;;;True;False;;Charmeleon
324;Counter;;False;;;True;False;;Charmeleon
325;Dragon Rush;;False;;;True;False;;Charmeleon
326;Dragon Tail;;False;;;True;False;;Charmeleon
327;Metal Claw;;False;;;True;False;;Charmeleon
328;Wing Attack;;False;;;True;False;;Charmeleon
329;Swords Dance;;False;;;False;False;00;Charmeleon
330;Body Slam;;False;;;False;False;01;Charmeleon
331;Fire Blast;;False;;;False;False;15;Charmeleon
332;Substitute;;False;;;False;False;20;Charmeleon
333;Outrage;;False;;;False;False;24;Charmeleon
334;Endure;;False;;;False;False;26;Charmeleon
335;Sleep Talk;;False;;;False;False;27;Charmeleon
336;Iron Tail;;False;;;False;False;31;Charmeleon
337;Crunch;;False;;;False;False;32;Charmeleon
338;Heat Wave;;False;;;False;False;36;Charmeleon
339;Overheat;;False;;;False;False;43;Charmeleon
340;Dragon Claw;;False;;;False;False;47;Charmeleon
341;Dragon Dance;;False;;;False;False;51;Charmeleon
342;Dragon Pulse;;False;;;False;False;62;Charmeleon
343;Work Up;;False;;;False;False;85;Charmeleon
344;Tackle;1;False;;;False;False;;Wartortle
345;Tail Whip;1;False;;;False;False;;Wartortle
346;Water Gun;1;False;;;False;False;;Wartortle
347;Withdraw;1;False;;;False;False;;Wartortle
348;Rapid Spin;9;False;;;False;False;;Wartortle
349;Bite;12;False;;;False;False;;Wartortle
350;Water Pulse;15;False;;;False;False;;Wartortle
351;Protect;20;False;;25;False;False;;Wartortle
352;Rain Dance;25;False;;33;False;False;;Wartortle
353;Aqua Tail;30;False;;;False;False;;Wartortle
354;Shell Smash;35;False;;;False;False;;Wartortle
355;Iron Defense;40;False;;;False;False;46;Wartortle
356;Hydro Pump;45;False;;;False;False;03;Wartortle
357;Skull Bash;50;False;;;False;False;;Wartortle
358;Mega Punch;;False;;00;False;False;;Wartortle
359;Mega Kick;;False;;01;False;False;;Wartortle
360;Ice Punch;;False;;04;False;False;;Wartortle
361;Dig;;False;;15;False;False;;Wartortle
362;Rest;;False;;21;False;False;;Wartortle
363;Snore;;False;;24;False;False;;Wartortle
364;Icy Wind;;False;;27;False;False;;Wartortle
365;Attract;;False;;31;False;False;;Wartortle
366;Hail;;False;;35;False;False;;Wartortle
367;Whirlpool;;False;;36;False;False;;Wartortle
368;Facade;;False;;39;False;False;;Wartortle
369;Helping Hand;;False;;41;False;False;;Wartortle
370;Brick Break;;False;;43;False;False;;Wartortle
371;Dive;;False;;45;False;False;;Wartortle
372;Weather Ball;;False;;46;False;False;;Wartortle
373;Rock Tomb;;False;;48;False;False;;Wartortle
374;Brine;;False;;55;False;False;;Wartortle
375;Fling;;False;;59;False;False;;Wartortle
376;Round;;False;;76;False;False;;Wartortle
377;False Swipe;;False;;94;False;False;;Wartortle
378;Aqua Jet;;False;;;True;False;;Wartortle
379;Aqua Ring;;False;;;True;False;;Wartortle
380;Fake Out;;False;;;True;False;;Wartortle
381;Flail;;False;;;True;False;;Wartortle
382;Haze;;False;;;True;False;;Wartortle
383;Life Dew;;False;;;True;False;;Wartortle
384;Mirror Coat;;False;;;True;False;;Wartortle
385;Mist;;False;;;True;False;;Wartortle
386;Water Spout;;False;;;True;False;;Wartortle
387;Yawn;;False;;;True;False;;Wartortle
388;Flip Turn;;False;;;False;True;;Wartortle
389;Body Slam;;False;;;False;False;01;Wartortle
390;Surf;;False;;;False;False;04;Wartortle
391;Ice Beam;;False;;;False;False;05;Wartortle
392;Blizzard;;False;;;False;False;06;Wartortle
393;Waterfall;;False;;;False;False;16;Wartortle
394;Substitute;;False;;;False;False;20;Wartortle
395;Endure;;False;;;False;False;26;Wartortle
396;Sleep Talk;;False;;;False;False;27;Wartortle
397;Iron Tail;;False;;;False;False;31;Wartortle
398;Muddy Water;;False;;;False;False;45;Wartortle
399;Gyro Ball;;False;;;False;False;52;Wartortle
400;Aura Sphere;;False;;;False;False;56;Wartortle
401;Dragon Pulse;;False;;;False;False;62;Wartortle
402;Zen Headbutt;;False;;;False;False;69;Wartortle
403;Scald;;False;;;False;False;84;Wartortle
404;Work Up;;False;;;False;False;85;Wartortle
405;Flash Cannon;1;False;;;False;False;70;Blastoise
406;Tackle;1;False;;;False;False;;Blastoise
407;Tail Whip;1;False;;;False;False;;Blastoise
408;Water Gun;1;False;;;False;False;;Blastoise
409;Withdraw;1;False;;;False;False;;Blastoise
410;Rapid Spin;9;False;;;False;False;;Blastoise
411;Bite;12;False;;;False;False;;Blastoise
412;Water Pulse;15;False;;;False;False;;Blastoise
413;Protect;20;False;;25;False;False;;Blastoise
414;Rain Dance;25;False;;33;False;False;;Blastoise
415;Aqua Tail;30;False;;;False;False;;Blastoise
416;Shell Smash;35;False;;;False;False;;Blastoise
417;Iron Defense;42;False;;;False;False;46;Blastoise
418;Hydro Pump;49;False;;;False;False;03;Blastoise
419;Skull Bash;56;False;;;False;False;;Blastoise
420;Mega Punch;;False;;00;False;False;;Blastoise
421;Mega Kick;;False;;01;False;False;;Blastoise
422;Ice Punch;;False;;04;False;False;;Blastoise
423;Hyper Beam;;False;;08;False;False;;Blastoise
424;Giga Impact;;False;;09;False;False;;Blastoise
425;Dig;;False;;15;False;False;;Blastoise
426;Rest;;False;;21;False;False;;Blastoise
427;Rock Slide;;False;;22;False;False;;Blastoise
428;Snore;;False;;24;False;False;;Blastoise
429;Icy Wind;;False;;27;False;False;;Blastoise
430;Attract;;False;;31;False;False;;Blastoise
431;Hail;;False;;35;False;False;;Blastoise
432;Whirlpool;;False;;36;False;False;;Blastoise
433;Facade;;False;;39;False;False;;Blastoise
434;Helping Hand;;False;;41;False;False;;Blastoise
435;Brick Break;;False;;43;False;False;;Blastoise
436;Dive;;False;;45;False;False;;Blastoise
437;Weather Ball;;False;;46;False;False;;Blastoise
438;Rock Tomb;;False;;48;False;False;;Blastoise
439;Brine;;False;;55;False;False;;Blastoise
440;Fling;;False;;59;False;False;;Blastoise
441;Avalanche;;False;;64;False;False;;Blastoise
442;Round;;False;;76;False;False;;Blastoise
443;Bulldoze;;False;;81;False;False;;Blastoise
444;False Swipe;;False;;94;False;False;;Blastoise
445;Aqua Jet;;False;;;True;False;;Blastoise
446;Aqua Ring;;False;;;True;False;;Blastoise
447;Fake Out;;False;;;True;False;;Blastoise
448;Flail;;False;;;True;False;;Blastoise
449;Haze;;False;;;True;False;;Blastoise
450;Life Dew;;False;;;True;False;;Blastoise
451;Mirror Coat;;False;;;True;False;;Blastoise
452;Mist;;False;;;True;False;;Blastoise
453;Water Spout;;False;;;True;False;;Blastoise
454;Yawn;;False;;;True;False;;Blastoise
455;Flip Turn;;False;;;False;True;;Blastoise
456;Terrain Pulse;;False;;;False;True;;Blastoise
457;Body Slam;;False;;;False;False;01;Blastoise
458;Surf;;False;;;False;False;04;Blastoise
459;Ice Beam;;False;;;False;False;05;Blastoise
460;Blizzard;;False;;;False;False;06;Blastoise
461;Earthquake;;False;;;False;False;10;Blastoise
462;Waterfall;;False;;;False;False;16;Blastoise
463;Substitute;;False;;;False;False;20;Blastoise
464;Outrage;;False;;;False;False;24;Blastoise
465;Endure;;False;;;False;False;26;Blastoise
466;Sleep Talk;;False;;;False;False;27;Blastoise
467;Iron Tail;;False;;;False;False;31;Blastoise
468;Crunch;;False;;;False;False;32;Blastoise
469;Muddy Water;;False;;;False;False;45;Blastoise
470;Gyro Ball;;False;;;False;False;52;Blastoise
471;Aura Sphere;;False;;;False;False;56;Blastoise
472;Dark Pulse;;False;;;False;False;58;Blastoise
473;Dragon Pulse;;False;;;False;False;62;Blastoise
474;Focus Blast;;False;;;False;False;64;Blastoise
475;Zen Headbutt;;False;;;False;False;69;Blastoise
476;Scald;;False;;;False;False;84;Blastoise
477;Work Up;;False;;;False;False;85;Blastoise
478;Liquidation;;False;;;False;False;98;Blastoise
479;Body Press;;False;;;False;False;99;Blastoise
480;Air Slash;1;False;;95;False;False;;Charizard
481;Dragon Claw;1;False;;;False;False;47;Charizard
482;Ember;1;False;;;False;False;;Charizard
483;Growl;1;False;;;False;False;;Charizard
484;Heat Wave;1;False;;;False;False;36;Charizard
485;Scratch;1;False;;;False;False;;Charizard
486;Smokescreen;1;False;;;False;False;;Charizard
487;Dragon Breath;12;False;;;False;False;;Charizard
488;Fire Fang;19;False;;68;False;False;;Charizard
489;Slash;24;False;;;False;False;;Charizard
490;Flamethrower;30;False;;;False;False;02;Charizard
491;Scary Face;39;False;;26;False;False;;Charizard
492;Fire Spin;46;False;;13;False;False;;Charizard
493;Inferno;54;False;;;False;False;;Charizard
494;Flare Blitz;62;False;;;False;False;55;Charizard
495;Mega Punch;;False;;00;False;False;;Charizard
496;Mega Kick;;False;;01;False;False;;Charizard
497;Fire Punch;;False;;03;False;False;;Charizard
498;Thunder Punch;;False;;05;False;False;;Charizard
499;Fly;;False;;06;False;False;;Charizard
500;Hyper Beam;;False;;08;False;False;;Charizard
501;Giga Impact;;False;;09;False;False;;Charizard
502;Solar Beam;;False;;11;False;False;;Charizard
503;Dig;;False;;15;False;False;;Charizard
504;Rest;;False;;21;False;False;;Charizard
505;Rock Slide;;False;;22;False;False;;Charizard
506;Snore;;False;;24;False;False;;Charizard
507;Protect;;False;;25;False;False;;Charizard
508;Steel Wing;;False;;30;False;False;;Charizard
509;Attract;;False;;31;False;False;;Charizard
510;Sunny Day;;False;;34;False;False;;Charizard
511;Beat Up;;False;;37;False;False;;Charizard
512;Will-O-Wisp;;False;;38;False;False;;Charizard
513;Facade;;False;;39;False;False;;Charizard
514;Swift;;False;;40;False;False;;Charizard
515;Helping Hand;;False;;41;False;False;;Charizard
516;Brick Break;;False;;43;False;False;;Charizard
517;Weather Ball;;False;;46;False;False;;Charizard
518;Rock Tomb;;False;;48;False;False;;Charizard
519;Fling;;False;;59;False;False;;Charizard
520;Shadow Claw;;False;;65;False;False;;Charizard
521;Round;;False;;76;False;False;;Charizard
522;Acrobatics;;False;;78;False;False;;Charizard
523;Bulldoze;;False;;81;False;False;;Charizard
524;Mystical Fire;;False;;92;False;False;;Charizard
525;False Swipe;;False;;94;False;False;;Charizard
526;Brutal Swing;;False;;97;False;False;;Charizard
527;Breaking Swipe;;False;;99;False;False;;Charizard
528;Ancient Power;;False;;;True;False;;Charizard
529;Belly Drum;;False;;;True;False;;Charizard
530;Bite;;False;;;True;False;;Charizard
531;Counter;;False;;;True;False;;Charizard
532;Dragon Rush;;False;;;True;False;;Charizard
533;Dragon Tail;;False;;;True;False;;Charizard
534;Metal Claw;;False;;;True;False;;Charizard
535;Wing Attack;;False;;;True;False;;Charizard
536;Dual Wingbeat;;False;;;False;True;;Charizard
537;Scale Shot;;False;;;False;True;;Charizard
538;Scorching Sands;;False;;;False;True;;Charizard
539;Swords Dance;;False;;;False;False;00;Charizard
540;Body Slam;;False;;;False;False;01;Charizard
541;Earthquake;;False;;;False;False;10;Charizard
542;Fire Blast;;False;;;False;False;15;Charizard
543;Substitute;;False;;;False;False;20;Charizard
544;Outrage;;False;;;False;False;24;Charizard
545;Endure;;False;;;False;False;26;Charizard
546;Sleep Talk;;False;;;False;False;27;Charizard
547;Iron Tail;;False;;;False;False;31;Charizard
548;Crunch;;False;;;False;False;32;Charizard
549;Blaze Kick;;False;;;False;False;41;Charizard
550;Overheat;;False;;;False;False;43;Charizard
