Name;Total;HP;Attack;Defense;Sp. Atk;Sp. Def;Speed;Type1;Type2;PokedexId
Hippowdon;525;108;112;118;68;72;47;Ground;;0450
Skorupi;330;40;50;90;30;55;65;Poison;Bug;0451
Drapion;500;70;90;110;60;75;95;Poison;Dark;0452
Croagunk;300;48;61;40;61;40;50;Poison;Fighting;0453
Toxicroak;490;83;106;65;86;65;85;Poison;Fighting;0454
Carnivine;454;74;100;72;90;72;46;Grass;;0455
Finneon;330;49;49;56;49;61;66;Water;;0456
Lumineon;460;69;69;76;69;86;91;Water;;0457
Mantyke;345;45;20;50;60;120;50;Water;Flying;0458
Snover;334;60;62;50;62;60;40;Grass;Ice;0459
Abomasnow;494;90;92;75;92;85;60;Grass;Ice;0460
Weavile;510;70;120;65;45;85;125;Dark;Ice;0461
Magnezone;535;70;70;115;130;90;60;Electric;Steel;0462
Lickilicky;515;110;85;95;80;95;50;Normal;;0463
Rhyperior;535;115;140;130;55;55;40;Ground;Rock;0464
Tangrowth;535;100;100;125;110;50;50;Grass;;0465
Electivire;540;75;123;67;95;85;95;Electric;;0466
Magmortar;540;75;95;67;125;95;83;Fire;;0467
Togekiss;545;85;50;95;120;115;80;Fairy;Flying;0468
Yanmega;515;86;76;86;116;56;95;Bug;Flying;0469
Leafeon;525;65;110;130;60;65;95;Grass;;0470
Glaceon;525;65;60;110;130;95;65;Ice;;0471
Gliscor;510;75;95;125;45;75;95;Ground;Flying;0472
Mamoswine;530;110;130;80;70;60;80;Ice;Ground;0473
Porygon-Z;535;85;80;70;135;75;90;Normal;;0474
Gallade;518;68;125;65;65;115;80;Psychic;Fighting;0475
Probopass;525;60;55;145;75;150;40;Rock;Steel;0476
Dusknoir;525;45;100;135;65;135;45;Ghost;;0477
Froslass;480;70;80;70;80;70;110;Ice;Ghost;0478
Rotom;440;50;50;77;95;77;91;Electric;Ghost;0479
Rotom Heat Rotom;520;50;65;107;105;107;86;Electric;Fire;0479
Rotom Wash Rotom;520;50;65;107;105;107;86;Electric;Water;0479
Rotom Frost Rotom;520;50;65;107;105;107;86;Electric;Ice;0479
Rotom Fan Rotom;520;50;65;107;105;107;86;Electric;Flying;0479
Rotom Mow Rotom;520;50;65;107;105;107;86;Electric;Grass;0479
Uxie;580;75;75;130;75;130;95;Psychic;;0480
Mesprit;580;80;105;105;105;105;80;Psychic;;0481
Azelf;580;75;125;70;125;70;115;Psychic;;0482
Dialga;680;100;120;120;150;100;90;Steel;Dragon;0483
Palkia;680;90;120;100;150;120;100;Water;Dragon;0484
Heatran;600;91;90;106;130;106;77;Fire;Steel;0485
Regigigas;670;110;160;110;80;110;100;Normal;;0486
Giratina Altered Forme;680;150;100;120;100;120;90;Ghost;Dragon;0487
Giratina Origin Forme;680;150;120;100;120;100;90;Ghost;Dragon;0487
Cresselia;580;120;70;110;75;120;85;Psychic;;0488
Phione;480;80;80;80;80;80;80;Water;;0489
Manaphy;600;100;100;100;100;100;100;Water;;0490
Darkrai;600;70;90;90;135;90;125;Dark;;0491
Shaymin Land Forme;600;100;100;100;100;100;100;Grass;;0492
Shaymin Sky Forme;600;100;103;75;120;75;127;Grass;Flying;0492
Arceus;720;120;120;120;120;120;120;Normal;;0493
